,job,balance,housing,loan,contact,campaign,pdays,poutcome,education,default,duration,previous,deposit
2612,management,1199,no,no,cellular,1,-1,unknown,tertiary,no,482,0,1
5761,retired,5584,no,no,cellular,3,-1,unknown,secondary,no,534,0,1
5697,admin.,930,yes,no,cellular,1,-1,unknown,secondary,no,46,0,0
448,management,0,no,no,cellular,3,-1,unknown,tertiary,no,81,0,0
884,admin.,191,yes,no,cellular,7,-1,unknown,secondary,no,18,0,0
2699,admin.,1104,yes,no,cellular,7,-1,unknown,tertiary,no,73,0,0
4604,management,0,no,no,cellular,2,-1,unknown,secondary,no,438,0,0
4480,technician,846,no,no,cellular,3,205,failure,secondary,no,405,2,1
4789,management,298,no,no,cellular,3,272,other,tertiary,no,63,1,0
4059,admin.,41,yes,no,cellular,2,-1,unknown,tertiary,no,148,0,1
6836,self-employed,551,no,no,cellular,1,-1,unknown,secondary,no,531,0,1
4686,retired,1495,no,no,telephone,4,-1,unknown,primary,no,1946,0,1
1395,technician,670,no,no,cellular,4,182,success,tertiary,no,278,2,1
860,management,282,no,no,cellular,3,-1,unknown,unknown,no,296,0,1
886,admin.,-367,yes,no,cellular,2,-1,unknown,secondary,no,667,0,0
3273,admin.,3480,no,no,cellular,1,-1,unknown,secondary,no,443,0,1
6981,blue-collar,0,yes,no,cellular,6,-1,unknown,secondary,no,444,0,0
2651,management,266,no,yes,cellular,1,-1,unknown,tertiary,no,228,0,0
6745,management,314,no,no,cellular,2,175,success,tertiary,no,364,2,0
827,blue-collar,4366,yes,no,unknown,3,-1,unknown,primary,no,173,0,0
6430,technician,1580,no,no,cellular,12,-1,unknown,secondary,no,92,0,0
549,student,0,no,no,cellular,1,99,success,secondary,no,217,7,1
364,management,1050,yes,no,cellular,1,-1,unknown,tertiary,no,924,0,1
6716,services,447,no,no,cellular,3,77,success,secondary,no,327,3,1
5742,management,3914,no,yes,cellular,1,-1,unknown,tertiary,no,266,0,0
5408,retired,9367,no,no,cellular,1,90,success,primary,no,981,6,1
1312,services,2965,yes,no,cellular,3,-1,unknown,secondary,no,1970,0,1
3491,services,418,yes,yes,cellular,1,-1,unknown,secondary,no,219,0,0
481,services,618,no,no,cellular,1,-1,unknown,secondary,no,193,0,1
2658,services,0,no,no,cellular,3,-1,unknown,primary,no,33,0,0
7120,admin.,5231,no,yes,cellular,2,-1,unknown,secondary,no,222,0,0
4260,technician,515,no,no,cellular,1,-1,unknown,tertiary,no,775,0,1
7186,student,2351,no,no,telephone,1,-1,unknown,secondary,no,157,0,1
2305,management,268,yes,no,cellular,7,-1,unknown,secondary,no,458,0,1
5156,management,613,no,no,cellular,1,86,success,tertiary,no,242,1,1
2168,retired,2628,no,no,telephone,2,-1,unknown,unknown,no,129,0,0
3329,technician,-276,yes,no,unknown,1,-1,unknown,secondary,no,105,0,0
3467,management,0,yes,no,cellular,1,-1,unknown,tertiary,no,378,0,1
2395,technician,1699,no,no,cellular,1,83,success,tertiary,no,202,3,1
5123,blue-collar,1308,no,yes,unknown,1,-1,unknown,primary,no,161,0,0
6141,student,2321,no,no,cellular,2,381,failure,unknown,no,699,2,0
4928,blue-collar,625,no,no,unknown,3,-1,unknown,secondary,no,651,0,1
1791,management,0,yes,no,telephone,1,-1,unknown,tertiary,no,171,0,1
1429,management,657,yes,no,telephone,5,-1,unknown,secondary,no,20,0,0
1226,services,504,yes,no,cellular,5,362,other,secondary,no,106,8,0
79,self-employed,951,yes,no,cellular,2,-1,unknown,secondary,no,220,0,0
2824,services,775,no,no,cellular,3,182,success,secondary,no,1835,2,1
3168,blue-collar,0,yes,no,cellular,1,183,success,secondary,no,576,4,1
6148,services,659,yes,no,cellular,6,-1,unknown,secondary,no,12,0,0
2739,blue-collar,-191,yes,no,unknown,7,-1,unknown,secondary,no,958,0,1
2323,retired,148,yes,yes,cellular,2,366,other,tertiary,no,685,1,1
4343,blue-collar,2176,yes,no,unknown,2,-1,unknown,primary,no,52,0,0
2986,blue-collar,184,no,no,cellular,2,6,other,secondary,no,110,1,0
3588,technician,-50,no,no,cellular,12,-1,unknown,secondary,no,433,0,0
3496,services,0,no,no,cellular,4,-1,unknown,secondary,no,74,0,0
1512,housemaid,312,yes,yes,cellular,7,-1,unknown,primary,no,137,0,0
3863,entrepreneur,488,yes,no,telephone,11,-1,unknown,primary,no,90,0,0
6583,blue-collar,1432,no,no,cellular,1,-1,unknown,unknown,no,388,0,0
6175,blue-collar,316,yes,no,unknown,1,-1,unknown,secondary,no,27,0,0
6957,blue-collar,-398,yes,no,cellular,3,355,other,secondary,no,14,4,0
7063,blue-collar,10252,no,no,cellular,1,141,success,secondary,no,173,2,1
2520,technician,83,no,yes,cellular,6,-1,unknown,tertiary,no,243,0,0
2840,technician,896,yes,no,cellular,2,-1,unknown,secondary,no,276,0,1
3555,blue-collar,102,no,no,cellular,2,-1,unknown,secondary,no,210,0,0
4216,management,62,yes,no,cellular,2,272,success,tertiary,no,428,8,1
3314,admin.,30,yes,no,telephone,2,-1,unknown,secondary,no,125,0,0
459,services,167,no,yes,cellular,2,-1,unknown,primary,no,614,0,1
4984,retired,0,yes,no,cellular,2,-1,unknown,primary,no,159,0,0
7108,housemaid,77,no,no,cellular,6,-1,unknown,primary,no,463,0,1
5731,management,222,no,no,cellular,1,120,success,tertiary,no,318,3,1
3091,services,0,yes,no,telephone,1,-1,unknown,secondary,no,250,0,0
6729,retired,0,yes,yes,telephone,13,-1,unknown,primary,no,280,0,0
2835,management,0,no,no,unknown,3,-1,unknown,primary,no,85,0,0
4888,admin.,2033,no,no,cellular,4,-1,unknown,unknown,no,48,0,0
753,technician,788,no,no,unknown,7,-1,unknown,secondary,no,162,0,0
2354,admin.,607,yes,no,cellular,2,364,failure,secondary,no,454,3,1
7375,retired,1843,no,no,cellular,1,185,success,tertiary,no,192,2,1
2559,unemployed,4874,no,no,telephone,2,-1,unknown,tertiary,no,363,0,0
7056,technician,2485,no,no,telephone,6,-1,unknown,tertiary,no,48,0,0
5171,retired,2787,no,no,telephone,1,-1,unknown,primary,no,372,0,1
3122,admin.,873,no,no,cellular,1,216,failure,secondary,no,301,2,0
4030,technician,3020,no,no,telephone,1,270,failure,secondary,no,304,3,1
2238,blue-collar,694,yes,yes,cellular,4,-1,unknown,unknown,no,1806,0,1
1945,management,697,no,no,cellular,1,-1,unknown,tertiary,no,206,0,1
3670,retired,1843,no,no,cellular,2,184,success,tertiary,no,251,3,1
4525,management,78,yes,no,cellular,2,-1,unknown,tertiary,no,369,0,0
5304,management,6468,yes,no,cellular,1,157,failure,tertiary,no,730,4,1
7130,services,2081,yes,no,unknown,1,-1,unknown,secondary,no,150,0,0
5435,technician,7102,yes,no,unknown,9,-1,unknown,secondary,no,141,0,0
4043,blue-collar,756,yes,no,unknown,2,-1,unknown,secondary,no,179,0,0
1667,self-employed,0,yes,no,unknown,2,-1,unknown,secondary,no,210,0,0
4467,management,997,no,no,cellular,1,304,success,tertiary,no,554,2,1
4602,services,302,no,no,cellular,1,-1,unknown,secondary,no,203,0,1
2348,technician,1013,no,no,cellular,1,92,failure,secondary,no,170,3,1
2624,technician,-300,no,no,cellular,9,-1,unknown,secondary,no,226,0,0
4306,technician,2313,no,no,cellular,1,-1,unknown,tertiary,no,553,0,1
4254,technician,15,yes,no,cellular,1,-1,unknown,secondary,no,510,0,1
3300,management,985,no,no,cellular,6,-1,unknown,secondary,no,998,0,1
3743,unemployed,18,no,no,cellular,1,-1,unknown,secondary,no,70,0,0
7320,unemployed,150,yes,no,cellular,1,-1,unknown,tertiary,no,165,0,0
1173,retired,5539,no,no,telephone,1,-1,unknown,primary,no,338,0,1
5146,housemaid,1613,no,no,cellular,1,-1,unknown,tertiary,no,870,0,1
235,management,3236,no,no,cellular,2,202,other,tertiary,no,291,5,1
5834,management,1506,no,no,cellular,2,95,success,tertiary,no,239,4,1
2919,management,533,no,no,cellular,12,-1,unknown,secondary,no,221,0,0
4442,admin.,56,yes,no,cellular,1,258,other,secondary,no,275,1,0
5088,entrepreneur,83,yes,no,cellular,2,-1,unknown,primary,no,302,0,0
3559,management,1477,yes,no,cellular,1,-1,unknown,secondary,no,111,0,0
4653,student,0,no,no,cellular,1,-1,unknown,tertiary,no,213,0,1
5843,management,2813,yes,no,cellular,1,-1,unknown,tertiary,no,43,0,0
1537,admin.,2556,yes,no,cellular,1,-1,unknown,secondary,no,342,0,0
4835,admin.,1,yes,no,telephone,2,361,failure,tertiary,no,327,3,1
1691,technician,1,yes,no,unknown,1,-1,unknown,secondary,no,608,0,1
6479,services,1783,yes,yes,cellular,1,-1,unknown,secondary,no,219,0,0
3070,blue-collar,137,no,yes,cellular,1,-1,unknown,primary,no,214,0,0
5098,management,-196,yes,no,cellular,2,-1,unknown,tertiary,no,216,0,0
1266,management,223,yes,no,cellular,1,278,success,tertiary,no,303,3,1
6207,admin.,1206,no,no,telephone,1,446,failure,secondary,no,309,3,1
1775,admin.,122,yes,no,cellular,2,-1,unknown,secondary,no,481,0,1
2527,management,1114,yes,no,cellular,2,175,other,tertiary,no,1195,1,0
6104,entrepreneur,1734,yes,no,unknown,3,-1,unknown,secondary,no,161,0,0
4748,management,11008,no,no,cellular,6,405,success,tertiary,no,822,1,1
3625,entrepreneur,230,no,no,telephone,4,-1,unknown,tertiary,no,1089,0,1
4702,services,955,no,no,cellular,1,-1,unknown,secondary,no,206,0,1
516,technician,-126,yes,yes,unknown,2,-1,unknown,secondary,no,382,0,0
4791,technician,441,yes,no,cellular,1,-1,unknown,secondary,no,535,0,0
3792,technician,3455,yes,no,unknown,2,-1,unknown,secondary,no,566,0,0
1978,self-employed,60,no,yes,unknown,3,-1,unknown,tertiary,no,426,0,0
4543,management,335,no,no,cellular,1,182,failure,secondary,no,411,1,1
6150,student,198,no,no,cellular,1,-1,unknown,unknown,no,161,0,0
3173,management,156,no,no,cellular,7,-1,unknown,tertiary,no,657,0,1
2186,management,2994,yes,no,cellular,1,137,other,tertiary,no,156,1,0
5974,management,1425,yes,no,cellular,3,-1,unknown,tertiary,no,775,0,1
1023,technician,2744,yes,no,cellular,2,-1,unknown,tertiary,no,309,0,0
2740,retired,0,yes,no,cellular,1,363,failure,secondary,no,127,4,0
2590,management,4693,no,yes,cellular,1,394,failure,tertiary,no,79,2,1
4211,services,636,yes,no,telephone,1,-1,unknown,secondary,no,15,0,0
1488,technician,488,no,no,unknown,1,-1,unknown,secondary,no,92,0,0
1728,management,1133,yes,no,cellular,1,181,other,tertiary,no,293,2,1
6564,retired,995,no,no,cellular,2,-1,unknown,secondary,no,131,0,1
5876,admin.,0,yes,yes,cellular,1,-1,unknown,secondary,no,117,0,0
3839,blue-collar,113,yes,no,unknown,1,-1,unknown,primary,no,276,0,0
6145,retired,2557,yes,no,cellular,1,216,success,tertiary,no,211,7,1
4843,admin.,247,no,yes,unknown,6,-1,unknown,secondary,no,66,0,0
4388,retired,3033,no,no,cellular,1,-1,unknown,primary,no,293,0,1
126,services,774,no,no,cellular,1,91,success,secondary,no,482,2,1
674,retired,1853,no,no,telephone,1,181,success,secondary,no,520,2,1
5200,technician,0,yes,no,cellular,1,-1,unknown,secondary,no,234,0,0
2388,admin.,459,no,no,cellular,1,-1,unknown,secondary,no,558,0,1
5673,blue-collar,679,yes,no,cellular,2,304,failure,secondary,no,642,1,0
7285,blue-collar,-473,yes,no,cellular,1,351,failure,unknown,no,239,2,0
2802,blue-collar,35,yes,no,cellular,2,-1,unknown,primary,no,366,0,0
89,management,0,no,no,cellular,4,-1,unknown,tertiary,no,309,0,1
494,technician,3994,no,yes,cellular,2,-1,unknown,secondary,no,299,0,1
1426,blue-collar,418,yes,no,unknown,3,-1,unknown,primary,no,102,0,0
1203,management,1373,yes,no,unknown,2,-1,unknown,tertiary,no,144,0,0
3578,management,633,no,no,cellular,3,-1,unknown,tertiary,no,171,0,0
692,management,633,no,no,cellular,2,133,failure,tertiary,no,105,3,0
6320,management,2422,yes,no,cellular,2,269,failure,tertiary,no,399,2,0
5446,retired,197,no,no,cellular,1,-1,unknown,primary,no,113,0,1
2671,blue-collar,3630,yes,no,unknown,4,-1,unknown,secondary,no,133,0,0
6819,technician,192,yes,no,unknown,1,-1,unknown,tertiary,no,477,0,0
6117,admin.,5,yes,no,cellular,2,-1,unknown,unknown,no,225,0,0
11,management,1170,no,no,cellular,4,-1,unknown,tertiary,no,200,0,0
1877,management,13578,yes,no,cellular,2,-1,unknown,secondary,no,185,0,0
5261,admin.,184,yes,no,unknown,4,-1,unknown,secondary,no,230,0,0
2486,admin.,200,no,no,cellular,1,29,failure,secondary,no,729,3,1
1559,housemaid,3283,no,no,unknown,1,-1,unknown,primary,no,553,0,0
1390,admin.,0,no,no,unknown,1,-1,unknown,secondary,yes,89,0,0
6467,admin.,-666,yes,no,unknown,2,-1,unknown,secondary,no,107,0,0
6112,services,410,no,no,cellular,2,-1,unknown,unknown,no,34,0,0
5986,admin.,16,yes,no,cellular,3,-1,unknown,secondary,no,54,0,0
1358,student,163,no,no,cellular,1,-1,unknown,tertiary,no,249,0,1
3846,unemployed,1291,no,no,cellular,1,86,success,tertiary,no,195,1,1
1190,management,0,yes,no,cellular,1,-1,unknown,tertiary,no,67,0,0
1636,blue-collar,-254,no,yes,cellular,4,-1,unknown,primary,no,134,0,0
4652,services,2881,no,no,cellular,1,328,success,secondary,no,289,1,1
1496,self-employed,10346,no,no,cellular,2,207,other,tertiary,no,491,1,1
892,management,538,no,no,cellular,1,183,success,tertiary,no,339,5,1
1660,admin.,315,yes,yes,cellular,3,-1,unknown,secondary,no,888,0,1
3557,retired,934,no,no,cellular,5,-1,unknown,primary,no,961,0,1
853,services,1076,no,no,cellular,1,182,success,secondary,no,152,6,1
4432,blue-collar,398,yes,no,cellular,1,-1,unknown,primary,no,256,0,0
4571,management,1134,yes,no,cellular,3,-1,unknown,secondary,no,1330,0,1
4444,blue-collar,2607,yes,no,unknown,10,-1,unknown,primary,no,158,0,0
2819,blue-collar,-314,yes,no,cellular,5,-1,unknown,secondary,no,7,0,0
2995,management,916,yes,no,cellular,2,-1,unknown,tertiary,no,460,0,1
7127,management,611,no,no,cellular,1,-1,unknown,tertiary,no,350,0,1
2753,management,649,no,no,cellular,2,91,failure,tertiary,no,237,1,0
6018,management,366,no,no,cellular,1,-1,unknown,tertiary,no,593,0,1
101,services,190,yes,no,cellular,3,-1,unknown,secondary,no,121,0,0
3480,blue-collar,4822,yes,no,unknown,2,-1,unknown,unknown,no,843,0,1
6042,technician,705,yes,no,cellular,2,35,failure,tertiary,no,414,4,1
960,blue-collar,101,yes,no,unknown,5,-1,unknown,primary,no,460,0,1
6992,admin.,10465,no,no,unknown,6,-1,unknown,secondary,no,144,0,0
6527,unemployed,2500,no,no,cellular,1,-1,unknown,tertiary,no,240,0,0
427,technician,133,no,no,cellular,2,192,success,secondary,no,627,1,1
3494,technician,6958,yes,yes,unknown,2,-1,unknown,secondary,no,178,0,0
5374,retired,1241,no,no,cellular,2,-1,unknown,primary,no,194,0,1
2438,admin.,1314,yes,no,cellular,1,14,failure,secondary,no,74,9,0
6892,technician,276,yes,no,unknown,1,-1,unknown,secondary,no,486,0,0
6227,blue-collar,1556,no,yes,cellular,1,-1,unknown,primary,no,113,0,0
5706,services,1135,yes,no,cellular,1,-1,unknown,secondary,no,323,0,1
1658,blue-collar,-66,yes,no,unknown,2,-1,unknown,primary,no,263,0,0
792,services,911,no,no,unknown,2,-1,unknown,primary,no,29,0,0
1738,services,-151,no,no,cellular,2,-1,unknown,secondary,no,283,0,0
5502,blue-collar,-413,no,yes,unknown,6,-1,unknown,primary,no,422,0,1
5047,admin.,-306,yes,no,unknown,1,-1,unknown,primary,no,500,0,1
418,retired,2600,no,no,cellular,2,98,success,primary,no,186,1,1
2466,admin.,8784,yes,no,unknown,2,-1,unknown,secondary,no,63,0,0
855,technician,517,yes,yes,cellular,3,263,failure,secondary,no,47,4,0
2056,management,560,no,no,cellular,1,307,failure,unknown,no,459,1,1
1745,housemaid,618,yes,yes,cellular,1,-1,unknown,primary,no,69,0,0
1483,management,291,no,no,cellular,2,-1,unknown,secondary,no,91,0,0
4854,self-employed,1074,yes,no,unknown,2,-1,unknown,primary,no,1438,0,0
7199,management,1598,yes,yes,cellular,4,344,failure,tertiary,no,1074,3,1
1469,management,1,no,no,cellular,2,-1,unknown,tertiary,no,490,0,1
2583,admin.,189,yes,no,unknown,2,-1,unknown,primary,no,160,0,0
2729,self-employed,492,yes,yes,cellular,4,-1,unknown,secondary,no,439,0,0
4795,blue-collar,105,yes,no,unknown,2,-1,unknown,primary,no,369,0,0
658,management,191,no,no,cellular,2,-1,unknown,tertiary,no,1148,0,1
708,retired,1296,yes,no,unknown,1,-1,unknown,secondary,no,115,0,0
609,admin.,660,no,no,cellular,2,-1,unknown,secondary,no,740,0,1
983,retired,816,no,no,cellular,3,-1,unknown,tertiary,no,113,0,0
5026,admin.,3608,yes,no,unknown,1,-1,unknown,secondary,no,231,0,1
5466,admin.,-261,no,yes,cellular,1,-1,unknown,secondary,no,259,0,0
5797,management,1584,yes,no,cellular,2,-1,unknown,tertiary,no,222,0,1
3506,technician,-179,yes,no,cellular,1,-1,unknown,secondary,no,144,0,0
6966,blue-collar,399,no,no,cellular,1,-1,unknown,primary,no,679,0,0
2499,management,362,no,no,cellular,1,104,success,tertiary,no,925,2,1
652,technician,1166,yes,no,unknown,1,-1,unknown,tertiary,no,207,0,0
1886,management,974,yes,no,unknown,1,-1,unknown,tertiary,no,228,0,0
6405,housemaid,417,no,no,cellular,2,-1,unknown,primary,no,108,0,0
105,management,193,no,no,cellular,1,269,failure,tertiary,no,381,1,1
5367,blue-collar,521,yes,no,unknown,3,-1,unknown,secondary,no,259,0,0
4466,blue-collar,34,no,no,cellular,1,-1,unknown,secondary,no,379,0,0
5968,blue-collar,21,no,no,telephone,1,-1,unknown,primary,no,35,0,0
4320,management,102,yes,no,cellular,7,426,other,tertiary,no,470,3,1
3416,entrepreneur,350,yes,no,cellular,2,-1,unknown,tertiary,no,230,0,0
1857,blue-collar,262,no,no,cellular,1,181,success,secondary,no,427,3,1
2315,retired,3230,no,no,cellular,2,133,failure,primary,no,341,3,1
1486,retired,433,no,no,telephone,1,274,failure,secondary,no,161,1,0
127,blue-collar,409,yes,no,cellular,2,-1,unknown,primary,no,577,0,1
6410,technician,564,no,yes,cellular,2,-1,unknown,secondary,no,187,0,0
5444,technician,11115,no,no,cellular,1,-1,unknown,unknown,no,328,0,1
2599,services,895,yes,no,unknown,1,-1,unknown,secondary,no,167,0,0
6839,student,2354,no,no,cellular,7,-1,unknown,secondary,no,226,0,1
3606,management,1394,yes,no,cellular,1,-1,unknown,tertiary,no,115,0,0
5534,blue-collar,-101,yes,no,cellular,1,366,failure,primary,no,679,4,1
3360,technician,1019,yes,no,cellular,1,-1,unknown,secondary,no,249,0,0
6231,blue-collar,388,no,no,cellular,1,-1,unknown,primary,no,701,0,0
5114,blue-collar,-448,yes,no,unknown,2,-1,unknown,secondary,no,149,0,0
4823,retired,527,no,no,cellular,1,-1,unknown,primary,no,193,0,1
2536,student,13107,yes,no,cellular,2,-1,unknown,tertiary,no,112,0,0
2393,blue-collar,68,yes,no,unknown,1,-1,unknown,primary,no,226,0,0
5076,technician,542,yes,no,unknown,3,-1,unknown,tertiary,no,338,0,0
1842,retired,71,no,yes,cellular,1,-1,unknown,secondary,no,254,0,0
6875,retired,668,no,no,telephone,1,371,success,secondary,no,250,1,1
3741,blue-collar,2007,yes,no,cellular,3,-1,unknown,secondary,no,1226,0,1
4622,management,4393,yes,no,unknown,3,-1,unknown,tertiary,no,1297,0,1
659,management,4733,no,no,cellular,1,-1,unknown,tertiary,no,532,0,1
6388,management,115,no,no,cellular,2,-1,unknown,tertiary,no,154,0,0
4999,management,5389,no,no,cellular,3,-1,unknown,tertiary,no,1456,0,1
1909,technician,2729,yes,no,cellular,1,-1,unknown,secondary,no,835,0,1
1007,self-employed,2734,yes,no,cellular,4,-1,unknown,tertiary,no,897,0,1
1818,services,27,yes,yes,cellular,2,-1,unknown,secondary,no,43,0,0
6925,management,-230,no,no,cellular,1,-1,unknown,tertiary,no,293,0,0
5402,entrepreneur,0,no,no,unknown,2,-1,unknown,secondary,no,563,0,0
2487,entrepreneur,318,yes,no,cellular,4,-1,unknown,tertiary,no,1017,0,1
281,blue-collar,2590,yes,no,unknown,6,-1,unknown,primary,no,257,0,0
638,self-employed,2666,no,no,cellular,3,89,success,tertiary,no,781,1,1
2440,management,144,no,no,cellular,3,-1,unknown,tertiary,no,123,0,0
5710,technician,855,yes,no,unknown,2,-1,unknown,secondary,no,87,0,0
6282,technician,1699,no,no,cellular,2,94,success,tertiary,no,178,1,1
3452,student,1377,yes,no,cellular,2,-1,unknown,secondary,no,688,0,1
2957,admin.,6981,yes,no,cellular,1,194,failure,secondary,no,154,3,0
4496,management,525,no,no,cellular,2,-1,unknown,tertiary,no,127,0,0
1863,admin.,-244,yes,yes,cellular,1,-1,unknown,secondary,no,118,0,0
6040,management,792,yes,no,unknown,4,-1,unknown,secondary,no,1187,0,1
3990,admin.,601,no,no,cellular,3,-1,unknown,secondary,no,184,0,0
1214,unemployed,94,no,no,cellular,1,-1,unknown,secondary,no,244,0,1
1582,technician,560,no,no,cellular,4,-1,unknown,secondary,no,1044,0,1
4420,services,1599,no,no,cellular,2,-1,unknown,secondary,no,152,0,1
377,blue-collar,23,no,no,cellular,2,-1,unknown,secondary,no,590,0,0
2961,self-employed,10861,no,no,cellular,2,259,success,tertiary,no,336,3,1
3065,admin.,-461,yes,yes,unknown,8,-1,unknown,secondary,no,145,0,0
4279,admin.,285,no,no,cellular,2,-1,unknown,tertiary,no,693,0,0
2271,blue-collar,1074,yes,no,cellular,2,-1,unknown,secondary,no,277,0,0
430,entrepreneur,-242,yes,no,cellular,3,-1,unknown,secondary,no,1202,0,1
2326,retired,0,yes,no,unknown,4,-1,unknown,tertiary,no,34,0,0
3739,entrepreneur,1216,no,no,cellular,4,-1,unknown,tertiary,no,150,0,0
6986,retired,13094,no,no,cellular,1,-1,unknown,tertiary,no,1064,0,1
1273,blue-collar,133,yes,no,cellular,2,-1,unknown,secondary,no,1388,0,1
6389,admin.,11303,no,no,cellular,2,216,failure,secondary,no,473,2,1
5829,blue-collar,974,yes,no,unknown,2,-1,unknown,secondary,no,197,0,0
