,age,job,balance,contact,campaign,pdays,poutcome,deposit
2263,53,management,380,cellular,2,-1,unknown,yes
914,30,management,8535,cellular,2,-1,unknown,yes
866,30,management,1390,cellular,4,-1,unknown,no
215,41,management,0,cellular,4,63,other,yes
1402,40,technician,47,cellular,1,365,failure,no
87,33,blue-collar,19,cellular,1,271,other,no
5376,50,management,3537,unknown,1,-1,unknown,yes
3869,38,services,2669,cellular,2,-1,unknown,no
6158,58,blue-collar,381,cellular,4,-1,unknown,no
6380,30,self-employed,1031,unknown,1,-1,unknown,no
6188,35,management,1162,cellular,1,-1,unknown,yes
1897,30,management,14,cellular,2,-1,unknown,no
6277,29,admin.,265,cellular,1,184,failure,yes
6646,39,blue-collar,171,cellular,1,353,failure,no
2481,33,management,588,cellular,5,-1,unknown,no
122,30,blue-collar,1131,cellular,1,144,failure,no
1738,35,technician,128,cellular,1,205,other,no
2299,42,unemployed,-581,cellular,1,370,failure,no
1137,47,admin.,829,cellular,1,188,failure,no
2533,50,admin.,3608,cellular,8,182,success,yes
2305,50,unemployed,3357,cellular,4,-1,unknown,yes
7407,39,management,1738,cellular,1,358,other,yes
3936,72,retired,5715,cellular,5,184,success,yes
4882,49,unemployed,377,cellular,1,59,failure,no
2180,56,admin.,1854,telephone,1,342,failure,no
3026,30,self-employed,2666,cellular,2,93,success,yes
5298,31,management,4331,cellular,1,-1,unknown,no
2,51,admin.,3025,cellular,1,352,other,yes
6147,34,blue-collar,1207,unknown,1,-1,unknown,yes
6550,56,management,870,cellular,1,179,success,yes
1668,30,services,0,cellular,4,-1,unknown,yes
1782,53,entrepreneur,62,unknown,5,-1,unknown,yes
211,37,management,393,cellular,2,104,success,no
6906,44,management,2383,cellular,2,-1,unknown,yes
2430,37,blue-collar,157,unknown,8,-1,unknown,no
1532,51,technician,825,cellular,3,-1,unknown,yes
7346,49,blue-collar,399,cellular,1,-1,unknown,no
7472,34,blue-collar,-131,cellular,1,356,failure,no
1069,29,management,1441,cellular,2,-1,unknown,yes
7463,58,housemaid,435,telephone,6,-1,unknown,no
4224,55,services,2944,cellular,6,-1,unknown,yes
4181,77,retired,699,cellular,2,-1,unknown,yes
3081,38,admin.,0,cellular,1,92,success,yes
5355,32,technician,3818,cellular,4,-1,unknown,no
2443,37,services,50,cellular,1,154,other,no
7001,42,unknown,942,cellular,1,92,success,yes
4514,43,technician,994,cellular,1,-1,unknown,no
5944,35,management,687,unknown,2,-1,unknown,no
61,46,technician,874,cellular,3,-1,unknown,yes
5296,51,management,346,cellular,1,92,success,yes
5665,40,admin.,341,cellular,5,-1,unknown,yes
4797,28,management,730,cellular,1,-1,unknown,yes
3167,41,management,223,unknown,1,-1,unknown,no
7400,43,technician,2643,cellular,3,100,success,yes
5945,45,management,2220,cellular,2,-1,unknown,no
2688,28,admin.,330,cellular,1,188,other,yes
1987,31,management,1032,cellular,1,-1,unknown,yes
5078,29,management,10576,unknown,2,-1,unknown,yes
1031,28,management,1086,unknown,2,-1,unknown,no
4732,28,technician,11862,cellular,2,238,other,yes
1439,53,housemaid,2581,cellular,1,189,failure,yes
4232,34,technician,1539,cellular,1,56,other,yes
2818,43,technician,4056,cellular,6,89,failure,no
3381,30,admin.,1794,cellular,1,-1,unknown,yes
3243,33,technician,264,cellular,4,-1,unknown,no
1625,48,blue-collar,1230,cellular,1,196,success,yes
3248,28,technician,227,cellular,1,-1,unknown,yes
1385,27,blue-collar,-208,unknown,2,-1,unknown,no
5092,31,blue-collar,1660,cellular,1,-1,unknown,no
5710,57,retired,9367,cellular,1,90,success,yes
2338,57,blue-collar,807,unknown,2,-1,unknown,no
3068,51,blue-collar,814,cellular,8,-1,unknown,no
7531,59,retired,1115,unknown,1,-1,unknown,yes
3073,44,blue-collar,25,cellular,3,-1,unknown,no
56,32,self-employed,514,cellular,1,-1,unknown,yes
1406,46,housemaid,3512,cellular,1,197,failure,yes
898,66,retired,2048,cellular,1,-1,unknown,yes
7325,40,services,446,unknown,1,-1,unknown,yes
1605,26,student,5169,cellular,1,35,failure,yes
6558,36,blue-collar,1797,cellular,1,181,failure,no
2523,35,unemployed,154,cellular,4,181,failure,yes
5439,37,management,6014,cellular,6,-1,unknown,no
1175,39,technician,1587,cellular,3,-1,unknown,yes
2628,36,blue-collar,3463,telephone,4,-1,unknown,no
3617,46,services,-522,cellular,2,-1,unknown,no
2023,31,unemployed,6,cellular,4,-1,unknown,yes
2088,48,admin.,-30,cellular,1,-1,unknown,no
3603,52,technician,204,cellular,2,-1,unknown,no
2975,59,housemaid,0,cellular,1,332,other,no
3139,35,blue-collar,51,unknown,2,-1,unknown,no
2939,43,management,1696,cellular,1,474,failure,yes
2480,39,services,26,cellular,3,-1,unknown,no
3400,36,housemaid,2880,unknown,1,-1,unknown,no
5613,26,blue-collar,396,unknown,1,-1,unknown,no
6274,54,unemployed,380,cellular,2,-1,unknown,yes
6341,31,admin.,0,cellular,2,295,failure,yes
2644,54,retired,3538,cellular,1,-1,unknown,yes
4057,36,unemployed,1291,cellular,1,86,success,yes
6766,69,retired,482,cellular,2,-1,unknown,yes
6152,36,housemaid,561,unknown,2,-1,unknown,no
2098,57,retired,318,cellular,4,-1,unknown,no
5996,39,management,378,unknown,2,-1,unknown,no
2504,27,housemaid,275,cellular,2,-1,unknown,no
6829,31,blue-collar,92,unknown,1,-1,unknown,yes
6183,34,blue-collar,405,unknown,1,-1,unknown,no
4230,19,student,302,cellular,1,-1,unknown,yes
64,57,retired,1269,cellular,1,-1,unknown,yes
5200,58,management,256,cellular,1,188,success,yes
2551,52,blue-collar,1405,cellular,2,-1,unknown,yes
1596,35,blue-collar,520,cellular,1,-1,unknown,yes
1050,42,housemaid,314,unknown,2,-1,unknown,no
6969,64,retired,48,cellular,3,92,success,yes
5021,33,entrepreneur,37,cellular,1,-1,unknown,yes
959,69,retired,324,cellular,1,189,success,no
648,44,entrepreneur,121,cellular,1,-1,unknown,yes
6728,32,housemaid,10,unknown,2,-1,unknown,no
5009,53,services,3107,unknown,1,-1,unknown,no
5555,32,admin.,184,unknown,4,-1,unknown,no
370,35,technician,5724,unknown,10,-1,unknown,yes
6596,24,student,1925,cellular,1,-1,unknown,yes
6895,35,technician,0,cellular,1,-1,unknown,no
75,50,services,1716,cellular,1,-1,unknown,no
3446,35,management,0,cellular,2,-1,unknown,no
6163,31,technician,15,unknown,1,-1,unknown,no
6754,34,technician,27,unknown,3,-1,unknown,no
47,32,services,3993,cellular,2,-1,unknown,yes
5653,31,self-employed,322,unknown,1,-1,unknown,no
3511,55,blue-collar,3485,cellular,4,-1,unknown,yes
1183,56,management,0,cellular,1,-1,unknown,yes
2962,30,management,-328,unknown,5,-1,unknown,no
4787,57,management,3287,cellular,2,337,success,yes
1992,56,retired,-1206,cellular,2,-1,unknown,yes
1866,25,admin.,122,cellular,2,-1,unknown,yes
6213,41,admin.,985,cellular,2,391,success,yes
1476,31,self-employed,17924,cellular,1,174,failure,yes
6338,41,blue-collar,1236,cellular,3,-1,unknown,yes
410,33,management,2240,cellular,1,-1,unknown,yes
3692,28,student,196,cellular,3,-1,unknown,yes
5556,51,management,119,unknown,2,-1,unknown,no
3558,77,retired,639,telephone,7,-1,unknown,no
2783,33,services,187,cellular,3,326,failure,no
6835,30,student,48,cellular,1,191,success,yes
1674,44,housemaid,3706,unknown,3,-1,unknown,no
281,37,admin.,912,cellular,3,328,other,yes
2000,25,technician,325,cellular,3,-1,unknown,yes
638,32,admin.,35,cellular,3,126,success,yes
6308,33,management,0,cellular,4,-1,unknown,no
2681,38,admin.,1839,unknown,2,-1,unknown,no
5371,36,blue-collar,638,unknown,2,-1,unknown,yes
7642,35,blue-collar,40,unknown,4,-1,unknown,yes
5968,44,technician,7863,cellular,6,-1,unknown,no
3405,56,management,616,cellular,1,-1,unknown,yes
6005,45,blue-collar,-311,unknown,1,-1,unknown,yes
728,44,services,51,unknown,2,-1,unknown,yes
3479,61,management,985,cellular,6,-1,unknown,yes
653,31,unemployed,167,cellular,1,-1,unknown,no
970,40,admin.,274,cellular,4,-1,unknown,no
1101,32,admin.,4344,cellular,2,118,failure,no
4286,37,admin.,1967,telephone,1,-1,unknown,yes
7209,33,management,336,cellular,3,-1,unknown,yes
7521,42,blue-collar,790,unknown,2,-1,unknown,no
1354,24,self-employed,931,unknown,4,-1,unknown,no
6682,34,blue-collar,3527,cellular,1,-1,unknown,yes
3594,35,blue-collar,300,unknown,2,-1,unknown,yes
1623,47,blue-collar,125,cellular,2,-1,unknown,no
6904,86,retired,0,telephone,1,-1,unknown,yes
6318,60,blue-collar,1310,unknown,2,-1,unknown,no
4838,27,technician,0,cellular,1,-1,unknown,yes
6092,32,admin.,-46,cellular,4,-1,unknown,yes
2801,44,blue-collar,36,unknown,1,-1,unknown,no
5730,33,services,406,cellular,1,275,failure,no
1020,58,blue-collar,3027,cellular,1,-1,unknown,yes
7149,50,admin.,2405,cellular,1,287,failure,no
1620,42,blue-collar,3,unknown,1,-1,unknown,no
1594,34,blue-collar,79,telephone,4,-1,unknown,yes
5209,28,blue-collar,431,cellular,2,363,failure,no
5853,44,blue-collar,-101,cellular,1,366,failure,yes
4992,33,management,191,cellular,4,209,failure,no
6335,59,retired,0,unknown,1,-1,unknown,yes
4940,35,unemployed,1054,cellular,1,-1,unknown,no
3474,30,technician,411,cellular,1,-1,unknown,no
3504,41,entrepreneur,353,cellular,2,-1,unknown,no
5514,54,technician,4582,unknown,1,-1,unknown,no
3639,43,technician,591,cellular,2,-1,unknown,no
1640,32,services,2881,cellular,1,-1,unknown,yes
4099,32,technician,696,unknown,1,-1,unknown,yes
742,37,entrepreneur,66,cellular,2,-1,unknown,yes
4551,60,self-employed,362,cellular,6,-1,unknown,yes
5895,38,management,76,cellular,1,-1,unknown,yes
7235,36,services,0,cellular,4,-1,unknown,no
813,42,management,72,cellular,2,348,failure,no
4900,40,retired,794,unknown,1,-1,unknown,no
6496,37,admin.,192,unknown,2,-1,unknown,no
6195,30,admin.,313,cellular,2,-1,unknown,yes
6652,24,student,834,cellular,1,-1,unknown,yes
1116,55,admin.,1872,cellular,2,93,failure,yes
1502,48,blue-collar,418,unknown,3,-1,unknown,no
4198,46,blue-collar,640,cellular,1,182,success,yes
2502,33,technician,218,telephone,4,-1,unknown,no
581,35,unemployed,415,cellular,1,92,success,yes
6706,59,management,81,cellular,1,-1,unknown,no
6222,32,technician,3271,cellular,1,374,other,yes
3853,32,technician,1307,unknown,2,-1,unknown,no
4593,34,blue-collar,113,cellular,2,-1,unknown,no
2885,30,technician,526,unknown,3,-1,unknown,yes
2062,31,technician,2807,unknown,1,-1,unknown,yes
5861,46,management,11385,cellular,3,-1,unknown,yes
807,28,admin.,1277,cellular,1,-1,unknown,yes
5128,84,entrepreneur,0,telephone,2,-1,unknown,yes
2460,37,management,1594,cellular,1,260,failure,no
4372,51,technician,196,cellular,1,-1,unknown,yes
6326,29,blue-collar,1,unknown,1,-1,unknown,no
1712,37,technician,127,cellular,1,193,success,yes
1798,57,management,10583,cellular,3,98,success,yes
3524,29,management,293,unknown,2,-1,unknown,no
1228,26,unknown,3247,telephone,3,-1,unknown,no
4723,44,blue-collar,2185,unknown,1,-1,unknown,no
905,21,student,123,telephone,1,-1,unknown,yes
726,29,management,1808,cellular,2,433,success,yes
2723,32,technician,1097,unknown,2,-1,unknown,no
1647,36,management,2944,cellular,8,-1,unknown,yes
4264,55,technician,0,cellular,1,-1,unknown,yes
4660,36,admin.,787,unknown,1,-1,unknown,no
4174,39,management,0,cellular,1,-1,unknown,no
6108,42,technician,-106,unknown,1,-1,unknown,no
7177,77,management,1780,cellular,2,183,success,yes
6366,40,blue-collar,-438,cellular,1,-1,unknown,yes
68,79,retired,2661,cellular,5,-1,unknown,yes
374,19,student,779,cellular,4,-1,unknown,yes
5670,61,management,267,cellular,3,184,success,yes
2209,24,admin.,541,unknown,4,-1,unknown,no
6293,26,admin.,-930,cellular,1,-1,unknown,yes
6223,55,technician,4,cellular,1,-1,unknown,yes
3152,34,management,2287,unknown,4,-1,unknown,yes
5244,33,admin.,882,cellular,1,183,failure,yes
7203,42,services,2567,unknown,2,-1,unknown,no
4814,41,entrepreneur,30,cellular,1,-1,unknown,yes
1599,30,management,4328,cellular,3,189,other,yes
92,55,management,0,cellular,4,-1,unknown,yes
3,38,services,-87,cellular,1,-1,unknown,no
3338,38,blue-collar,0,cellular,1,183,success,yes
6929,43,management,0,cellular,2,296,failure,yes
1337,36,technician,4613,cellular,1,134,failure,no
535,37,housemaid,465,cellular,3,-1,unknown,yes
1698,36,services,528,cellular,2,-1,unknown,no
1445,33,management,0,cellular,1,-1,unknown,yes
3094,30,blue-collar,0,unknown,1,-1,unknown,no
623,31,admin.,97,unknown,1,-1,unknown,yes
77,24,student,1234,cellular,1,156,success,yes
2669,47,management,4567,telephone,4,-1,unknown,no
7247,56,management,-45,unknown,6,-1,unknown,no
1815,26,student,132,cellular,1,119,success,yes
6883,52,unemployed,959,telephone,2,-1,unknown,yes
4303,31,technician,1081,cellular,5,261,failure,yes
2834,40,technician,103,unknown,2,-1,unknown,no
7123,31,management,9421,cellular,1,-1,unknown,yes
5339,37,technician,1458,cellular,1,-1,unknown,yes
3031,31,blue-collar,255,cellular,1,-1,unknown,no
4672,44,services,-389,unknown,1,-1,unknown,no
615,49,blue-collar,259,unknown,2,-1,unknown,no
6852,51,services,8806,unknown,1,-1,unknown,no
6192,63,retired,109,cellular,2,-1,unknown,yes
6099,32,services,785,cellular,1,-1,unknown,no
275,33,blue-collar,-306,unknown,4,-1,unknown,no
6554,42,blue-collar,1598,cellular,2,-1,unknown,yes
6702,56,retired,5769,unknown,3,-1,unknown,no
5910,40,admin.,1535,unknown,1,-1,unknown,yes
1959,34,management,3821,cellular,2,-1,unknown,yes
3577,61,retired,-492,unknown,1,-1,unknown,no
3793,53,admin.,849,cellular,3,-1,unknown,yes
5101,38,management,6368,cellular,4,-1,unknown,yes
70,56,services,0,cellular,4,-1,unknown,no
1429,29,student,163,cellular,1,-1,unknown,yes
7077,31,self-employed,91,unknown,1,-1,unknown,no
7276,43,management,1379,unknown,3,-1,unknown,no
7357,35,admin.,855,unknown,3,-1,unknown,no
3016,26,services,1114,cellular,2,-1,unknown,no
6117,40,management,24450,cellular,2,-1,unknown,no
3390,34,blue-collar,-1,cellular,6,355,other,yes
6938,34,management,188,cellular,1,-1,unknown,no
57,32,technician,2688,cellular,1,57,failure,yes
3165,30,technician,133,cellular,2,-1,unknown,no
3325,35,management,538,unknown,4,-1,unknown,no
7552,28,management,866,cellular,2,-1,unknown,yes
681,29,admin.,0,unknown,1,-1,unknown,no
5741,27,technician,7102,unknown,9,-1,unknown,no
7725,33,services,1082,cellular,1,-1,unknown,no
2824,42,unemployed,1289,cellular,4,415,failure,yes
3059,60,self-employed,0,unknown,1,-1,unknown,no
2043,26,student,19,telephone,1,-1,unknown,no
941,54,technician,337,unknown,2,-1,unknown,no
3889,64,entrepreneur,2331,telephone,1,-1,unknown,yes
7163,55,housemaid,4,cellular,3,-1,unknown,no
2821,35,management,53,cellular,1,-1,unknown,no
3130,33,technician,8097,cellular,2,-1,unknown,no
7315,28,blue-collar,-30,cellular,5,-1,unknown,no
7026,32,blue-collar,-84,cellular,1,-1,unknown,no
3489,41,blue-collar,0,unknown,1,-1,unknown,no
4062,45,admin.,205,cellular,1,90,success,yes
2292,35,unemployed,127,telephone,1,-1,unknown,yes
2094,34,management,1310,cellular,3,-1,unknown,no
6481,42,entrepreneur,2959,telephone,1,342,failure,yes
4718,66,retired,2540,telephone,2,156,other,yes
7092,21,student,794,cellular,1,-1,unknown,yes
4843,33,technician,1234,telephone,1,-1,unknown,no
6793,37,services,217,cellular,1,-1,unknown,no
7129,42,technician,473,cellular,5,-1,unknown,no
1263,33,services,395,cellular,6,-1,unknown,yes
7170,46,management,229,unknown,1,-1,unknown,no
793,49,technician,788,unknown,7,-1,unknown,no
2541,44,technician,-375,telephone,4,-1,unknown,no
4935,31,admin.,383,cellular,1,214,failure,no
3388,38,blue-collar,2240,cellular,1,183,failure,no
6830,32,services,0,cellular,2,-1,unknown,no
1149,39,services,0,unknown,2,-1,unknown,no
6876,35,blue-collar,260,telephone,6,-1,unknown,no
1059,44,self-employed,2734,cellular,4,-1,unknown,yes
1864,53,admin.,1796,telephone,1,193,failure,yes
2084,35,blue-collar,1949,unknown,3,-1,unknown,no
7722,39,management,139,cellular,2,-1,unknown,no
2047,49,blue-collar,408,cellular,4,-1,unknown,yes
3542,57,management,2845,telephone,5,-1,unknown,yes
2742,36,management,1379,cellular,1,186,failure,yes
790,35,management,178,cellular,2,-1,unknown,no
2274,60,admin.,478,cellular,2,311,failure,yes
6741,40,housemaid,795,unknown,3,-1,unknown,no
391,48,blue-collar,1230,cellular,2,182,success,yes
7311,33,management,1195,telephone,4,-1,unknown,no
952,54,blue-collar,4401,telephone,1,183,success,yes
5442,29,blue-collar,3310,cellular,1,91,failure,no
1606,46,blue-collar,138,cellular,1,-1,unknown,no
2515,31,blue-collar,68,unknown,1,-1,unknown,no
6174,45,management,483,cellular,2,265,other,yes
1077,55,unknown,2206,cellular,1,91,success,yes
1096,49,services,0,cellular,2,-1,unknown,yes
1973,40,technician,822,cellular,2,245,failure,no
1778,41,management,1757,cellular,1,239,failure,yes
3009,45,technician,586,cellular,3,-1,unknown,no
3928,38,technician,902,cellular,1,-1,unknown,yes
1006,75,retired,37127,cellular,1,-1,unknown,no
1739,34,blue-collar,695,unknown,4,-1,unknown,yes
4637,47,retired,3033,cellular,1,-1,unknown,yes
6840,34,technician,920,cellular,1,342,failure,no
762,32,management,597,cellular,1,-1,unknown,no
384,30,self-employed,1785,unknown,1,-1,unknown,yes
6002,21,student,1506,cellular,1,-1,unknown,yes
4452,37,management,62,cellular,2,272,success,yes
7758,52,management,1158,cellular,4,-1,unknown,no
6571,38,management,1349,unknown,1,-1,unknown,no
4059,47,technician,1101,cellular,3,-1,unknown,yes
3279,37,technician,980,cellular,5,-1,unknown,yes
1342,26,self-employed,2857,cellular,1,-1,unknown,yes
1201,32,self-employed,1464,telephone,2,-1,unknown,no
1174,43,management,1046,unknown,1,-1,unknown,yes
5118,34,technician,103,cellular,1,-1,unknown,no
2617,31,management,-201,cellular,4,-1,unknown,no
2304,26,admin.,274,cellular,3,-1,unknown,yes
5498,36,technician,12,cellular,2,-1,unknown,yes
5606,32,management,10281,cellular,1,-1,unknown,yes
926,35,technician,4645,cellular,3,270,other,no
1898,59,technician,2396,cellular,1,-1,unknown,yes
3713,62,retired,3114,cellular,2,186,success,yes
2016,37,unemployed,381,unknown,2,-1,unknown,yes
7064,36,services,472,unknown,1,-1,unknown,no
2483,47,technician,293,cellular,1,90,success,yes
5233,29,management,985,cellular,2,-1,unknown,yes
6512,38,technician,6728,cellular,4,-1,unknown,yes
7063,28,services,341,cellular,3,347,other,yes
5174,35,technician,198,cellular,13,-1,unknown,no
7397,40,technician,431,cellular,2,-1,unknown,yes
4501,36,management,219,cellular,6,196,failure,no
1678,50,management,346,cellular,1,-1,unknown,yes
740,26,management,155,cellular,4,43,other,no
5180,59,retired,1026,unknown,1,-1,unknown,yes
6252,59,admin.,1575,cellular,3,263,success,no
3824,30,management,1191,cellular,4,-1,unknown,no
4090,49,technician,-236,unknown,2,-1,unknown,no
2424,48,management,268,cellular,7,-1,unknown,yes
2479,30,management,415,cellular,1,343,failure,yes
11,33,housemaid,1107,cellular,1,-1,unknown,yes
6683,42,management,580,cellular,2,-1,unknown,no
5876,35,management,82,cellular,4,-1,unknown,yes
3247,32,management,0,cellular,2,-1,unknown,no
850,28,management,1808,cellular,1,-1,unknown,yes
5939,40,retired,1734,unknown,4,-1,unknown,no
3108,48,technician,197,cellular,2,222,other,no
7698,28,management,385,cellular,4,193,failure,no
3032,30,entrepreneur,2686,cellular,3,-1,unknown,yes
4499,28,blue-collar,173,cellular,7,-1,unknown,yes
2884,30,management,502,cellular,1,-1,unknown,yes
4899,34,blue-collar,3043,cellular,1,-1,unknown,yes
948,28,management,258,cellular,1,-1,unknown,no
4192,39,housemaid,109,unknown,3,-1,unknown,no
7189,34,admin.,0,cellular,1,-1,unknown,yes
2249,47,admin.,989,unknown,1,-1,unknown,no
4116,48,blue-collar,1730,cellular,1,178,failure,yes
4047,45,blue-collar,700,telephone,4,-1,unknown,no
7109,40,technician,1270,cellular,2,-1,unknown,no
