,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,deposit
6205,56,management,870,no,no,cellular,may,1,179,success,married,primary,1
5902,31,blue-collar,4415,yes,no,unknown,jun,1,-1,unknown,single,secondary,0
4476,35,technician,3490,yes,no,cellular,aug,2,-1,unknown,single,secondary,1
6446,46,blue-collar,1144,yes,no,cellular,feb,2,129,other,married,secondary,1
6351,56,retired,5769,no,no,unknown,jun,3,-1,unknown,married,tertiary,0
5394,49,technician,1807,yes,no,cellular,jun,1,82,success,divorced,tertiary,0
235,38,management,441,yes,no,cellular,jan,1,-1,unknown,divorced,tertiary,0
5673,28,admin.,261,yes,yes,cellular,sep,2,98,success,single,secondary,1
1355,29,student,163,no,no,cellular,aug,1,-1,unknown,single,tertiary,1
726,54,blue-collar,950,yes,no,unknown,may,2,-1,unknown,married,primary,0
5951,49,technician,80,no,no,cellular,jul,1,-1,unknown,married,tertiary,0
5732,60,technician,11262,no,no,cellular,aug,1,-1,unknown,single,primary,1
4095,35,technician,1354,no,no,cellular,jun,2,-1,unknown,married,tertiary,1
3579,30,technician,120,yes,no,cellular,may,1,-1,unknown,single,secondary,0
483,34,admin.,2374,yes,no,cellular,feb,2,92,success,married,secondary,1
4148,40,blue-collar,278,yes,no,unknown,may,3,-1,unknown,married,primary,1
4652,38,blue-collar,961,yes,no,unknown,may,1,-1,unknown,married,secondary,0
6865,33,management,23,no,no,cellular,aug,3,-1,unknown,single,tertiary,0
1866,30,self-employed,916,no,no,cellular,mar,2,90,success,single,tertiary,1
2170,43,management,5172,yes,no,unknown,may,3,-1,unknown,married,unknown,0
1338,28,services,168,no,no,cellular,jan,1,194,other,single,secondary,1
6055,50,management,453,no,yes,unknown,jul,1,-1,unknown,married,tertiary,0
2164,51,housemaid,1093,no,yes,unknown,jun,1,-1,unknown,married,primary,0
3126,28,self-employed,1579,no,no,cellular,oct,3,-1,unknown,single,tertiary,0
1416,29,blue-collar,104,yes,no,cellular,may,4,-1,unknown,married,secondary,1
4943,36,blue-collar,243,yes,yes,unknown,may,2,-1,unknown,married,primary,0
2802,31,technician,268,no,no,unknown,may,2,-1,unknown,divorced,secondary,0
60,46,technician,874,no,no,cellular,nov,3,-1,unknown,single,secondary,1
7335,34,technician,370,no,no,cellular,aug,2,-1,unknown,single,tertiary,0
65,37,self-employed,235,yes,no,cellular,apr,4,323,failure,single,primary,0
5838,67,retired,701,no,no,cellular,aug,2,-1,unknown,married,tertiary,1
2885,46,management,-27,yes,no,cellular,may,1,-1,unknown,married,secondary,0
6670,34,management,577,yes,no,cellular,apr,2,153,failure,married,tertiary,0
7405,50,blue-collar,4108,yes,no,cellular,aug,2,-1,unknown,married,primary,1
4094,59,technician,1,no,no,cellular,apr,2,378,failure,married,secondary,1
5026,31,management,4331,yes,no,cellular,jul,1,-1,unknown,single,tertiary,0
1755,34,technician,652,yes,yes,cellular,jul,4,-1,unknown,married,secondary,0
5747,37,technician,122,no,no,cellular,jun,2,318,other,married,tertiary,1
4585,54,management,1134,yes,no,cellular,jul,3,-1,unknown,married,secondary,1
3142,40,blue-collar,-66,yes,no,unknown,may,1,-1,unknown,married,primary,0
5122,28,management,637,yes,no,cellular,feb,1,-1,unknown,single,tertiary,0
2858,28,technician,5763,no,yes,cellular,mar,2,-1,unknown,single,secondary,1
4485,59,self-employed,2013,no,no,cellular,nov,2,-1,unknown,married,tertiary,1
1662,31,self-employed,168,no,no,cellular,feb,2,-1,unknown,married,tertiary,1
4499,47,blue-collar,4840,no,no,unknown,jun,1,-1,unknown,married,secondary,0
2771,40,technician,2266,no,no,cellular,oct,1,147,failure,married,secondary,1
7328,77,retired,4659,no,no,cellular,apr,1,-1,unknown,divorced,tertiary,1
885,35,technician,4645,yes,no,cellular,jan,3,270,other,single,secondary,0
4446,41,admin.,224,yes,no,cellular,may,8,-1,unknown,single,secondary,0
2912,32,blue-collar,121,yes,no,cellular,nov,1,-1,unknown,single,primary,1
1678,32,technician,240,yes,yes,cellular,jul,3,-1,unknown,married,tertiary,0
5235,44,blue-collar,1371,no,no,cellular,may,3,363,other,married,tertiary,0
682,36,technician,301,yes,yes,cellular,jul,1,-1,unknown,single,secondary,0
328,46,admin.,171,yes,yes,cellular,oct,1,430,failure,married,secondary,0
3763,23,student,2530,no,no,cellular,may,1,-1,unknown,single,unknown,1
4552,33,management,3143,no,no,cellular,jun,2,-1,unknown,single,tertiary,1
3611,51,management,1394,yes,no,cellular,aug,1,-1,unknown,married,tertiary,0
1225,27,services,504,yes,no,cellular,may,5,362,other,single,secondary,0
6529,55,management,2693,no,no,cellular,sep,1,184,success,married,secondary,1
6726,30,technician,1289,yes,no,unknown,may,2,-1,unknown,single,tertiary,1
2576,53,technician,751,yes,no,unknown,may,4,-1,unknown,divorced,secondary,0
1306,31,management,924,no,no,cellular,sep,1,94,success,single,tertiary,1
4950,47,admin.,3676,no,no,cellular,jul,2,342,other,married,secondary,1
3761,28,management,882,no,yes,cellular,jul,2,-1,unknown,single,tertiary,0
2356,36,technician,4596,yes,no,cellular,apr,2,-1,unknown,married,tertiary,1
595,33,management,296,no,no,cellular,jul,2,-1,unknown,married,tertiary,0
5737,47,admin.,555,yes,yes,telephone,oct,1,-1,unknown,divorced,secondary,1
5892,54,admin.,66,yes,no,cellular,nov,1,-1,unknown,married,secondary,1
2105,66,retired,1948,no,no,cellular,jan,1,91,success,married,tertiary,1
5024,51,management,346,no,no,cellular,feb,1,92,success,married,tertiary,1
2764,66,retired,203,no,no,cellular,jan,1,195,success,married,secondary,1
2723,59,housemaid,454,no,no,cellular,aug,1,-1,unknown,married,secondary,0
1417,52,housemaid,135,no,no,cellular,aug,9,-1,unknown,married,primary,0
3248,32,management,7290,yes,no,cellular,may,1,-1,unknown,single,tertiary,1
5455,38,admin.,4874,no,no,unknown,jun,3,-1,unknown,married,secondary,0
6092,40,technician,693,no,no,cellular,jan,1,-1,unknown,single,tertiary,0
3092,32,management,312,no,no,cellular,may,2,98,success,single,tertiary,1
1510,35,blue-collar,520,yes,no,cellular,apr,1,-1,unknown,married,unknown,1
1200,32,services,201,yes,no,unknown,jun,2,-1,unknown,married,secondary,0
3415,30,technician,863,yes,no,unknown,may,5,-1,unknown,single,secondary,1
4895,55,technician,169,no,yes,cellular,aug,2,-1,unknown,married,tertiary,1
5414,57,retired,9367,no,no,cellular,feb,1,90,success,married,primary,1
6365,39,unemployed,2245,no,no,cellular,nov,2,-1,unknown,married,secondary,1
583,46,blue-collar,709,yes,no,cellular,jul,4,-1,unknown,divorced,secondary,0
3811,32,technician,930,yes,no,unknown,may,1,-1,unknown,single,secondary,0
4719,27,services,955,no,no,cellular,apr,1,-1,unknown,single,secondary,1
853,34,services,-374,yes,no,cellular,may,1,-1,unknown,single,secondary,1
3831,31,services,1629,yes,no,unknown,may,2,-1,unknown,single,secondary,0
3134,33,technician,258,no,no,cellular,mar,4,-1,unknown,single,tertiary,1
1734,42,blue-collar,452,yes,no,cellular,nov,2,-1,unknown,married,unknown,0
3531,30,management,552,yes,no,cellular,aug,2,-1,unknown,single,tertiary,0
628,34,technician,194,yes,yes,cellular,may,1,-1,unknown,single,secondary,1
2478,59,retired,178,yes,no,telephone,jul,2,-1,unknown,married,unknown,0
5804,32,management,62,yes,no,telephone,nov,1,-1,unknown,married,tertiary,0
3279,47,admin.,3480,no,no,cellular,apr,1,-1,unknown,married,secondary,1
1876,47,management,145,no,yes,unknown,jul,1,-1,unknown,married,primary,0
150,82,retired,211,no,no,telephone,apr,3,-1,unknown,married,unknown,0
7362,57,retired,-157,no,no,cellular,aug,9,-1,unknown,married,unknown,0
3128,64,retired,380,no,no,cellular,aug,1,-1,unknown,married,tertiary,1
2082,42,management,6060,yes,no,cellular,apr,1,350,failure,married,tertiary,1
275,55,blue-collar,0,no,no,unknown,jun,2,-1,unknown,married,secondary,1
4442,31,blue-collar,505,yes,no,cellular,apr,4,329,other,married,secondary,0
4323,32,blue-collar,12198,yes,no,cellular,may,1,-1,unknown,single,primary,1
1537,48,blue-collar,1230,yes,no,cellular,nov,1,196,success,married,secondary,1
503,52,management,944,no,yes,unknown,jun,1,-1,unknown,divorced,secondary,0
2219,37,management,1689,yes,no,unknown,may,2,-1,unknown,married,tertiary,0
4186,56,housemaid,1238,no,no,unknown,jun,1,-1,unknown,divorced,primary,1
1116,33,management,334,no,no,cellular,nov,1,-1,unknown,married,tertiary,0
511,32,self-employed,1423,no,no,cellular,aug,4,-1,unknown,married,tertiary,1
3777,41,self-employed,20,no,no,unknown,jun,1,-1,unknown,married,secondary,0
1279,45,retired,86,no,no,cellular,nov,5,-1,unknown,single,secondary,0
5469,41,entrepreneur,121,yes,no,cellular,may,1,287,failure,married,tertiary,0
1106,25,blue-collar,1857,yes,no,cellular,oct,1,91,success,single,secondary,1
7215,34,admin.,1504,yes,no,unknown,may,3,-1,unknown,single,secondary,0
419,57,blue-collar,3109,no,no,cellular,jun,2,-1,unknown,married,primary,1
5776,32,management,2213,no,no,cellular,jan,2,154,failure,married,tertiary,0
1372,59,admin.,2145,no,no,telephone,nov,2,-1,unknown,married,secondary,0
5789,42,technician,-106,yes,no,unknown,may,1,-1,unknown,divorced,secondary,0
1246,27,services,223,yes,yes,cellular,may,2,-1,unknown,single,secondary,0
4971,31,admin.,685,yes,no,cellular,may,1,329,failure,married,secondary,1
1158,69,technician,482,no,no,cellular,jul,1,267,failure,married,tertiary,1
5229,46,unemployed,2551,no,no,cellular,aug,2,-1,unknown,married,secondary,1
857,55,technician,517,yes,yes,cellular,feb,3,263,failure,married,secondary,0
27,49,technician,1684,no,yes,cellular,jun,2,-1,unknown,married,secondary,1
2960,30,admin.,873,yes,no,unknown,may,3,-1,unknown,married,secondary,1
4286,34,admin.,560,yes,no,unknown,may,3,-1,unknown,married,secondary,0
6687,42,technician,19,no,no,cellular,aug,4,-1,unknown,divorced,secondary,1
4857,39,admin.,150,no,no,cellular,jun,4,-1,unknown,married,secondary,1
6246,39,services,25,yes,yes,cellular,may,1,351,failure,married,secondary,1
5983,33,management,0,no,no,cellular,aug,4,-1,unknown,single,tertiary,0
4684,54,retired,22,no,no,unknown,jun,4,-1,unknown,divorced,primary,0
3521,37,management,89,yes,no,unknown,may,10,-1,unknown,married,tertiary,0
6598,59,management,315,no,no,cellular,mar,1,176,failure,married,tertiary,1
713,55,housemaid,3680,no,no,unknown,jun,1,-1,unknown,married,primary,0
1233,76,retired,4112,no,no,telephone,oct,2,-1,unknown,married,secondary,1
7090,30,services,1336,yes,no,cellular,may,3,355,failure,divorced,secondary,0
1732,29,management,9407,no,no,cellular,may,6,-1,unknown,single,tertiary,1
5008,61,retired,1058,no,no,cellular,jul,2,91,success,married,secondary,1
6024,57,retired,604,no,no,cellular,nov,1,-1,unknown,single,primary,0
1608,24,technician,556,yes,no,cellular,aug,2,-1,unknown,married,secondary,1
3988,71,retired,1712,no,no,cellular,feb,1,-1,unknown,married,secondary,1
1268,29,admin.,488,yes,no,cellular,jun,1,-1,unknown,single,secondary,0
2506,31,technician,26,no,yes,cellular,nov,1,127,other,married,tertiary,1
3996,34,admin.,601,no,no,cellular,nov,3,-1,unknown,single,secondary,0
5214,29,blue-collar,-382,yes,no,cellular,jul,2,-1,unknown,married,primary,0
3984,48,blue-collar,1513,no,yes,cellular,jul,1,-1,unknown,married,secondary,0
1522,32,blue-collar,902,yes,no,unknown,may,2,-1,unknown,married,primary,0
1793,35,unemployed,2080,yes,no,telephone,apr,3,-1,unknown,married,secondary,0
230,39,technician,75,no,no,unknown,jun,1,-1,unknown,single,unknown,0
4982,30,technician,411,no,no,cellular,oct,3,149,failure,single,tertiary,1
7369,56,management,3885,yes,no,cellular,jul,1,-1,unknown,divorced,tertiary,0
5693,31,blue-collar,216,yes,no,unknown,may,1,-1,unknown,single,primary,1
793,36,technician,12264,no,no,cellular,oct,1,182,success,single,secondary,1
4591,27,technician,0,no,yes,cellular,jul,1,-1,unknown,single,secondary,1
256,43,management,693,yes,no,unknown,may,3,-1,unknown,divorced,secondary,0
6576,36,management,203,no,no,cellular,jan,1,88,success,married,tertiary,1
5410,28,student,221,yes,no,cellular,may,1,-1,unknown,single,tertiary,0
6923,52,admin.,363,yes,no,cellular,aug,1,462,success,divorced,secondary,1
1347,33,services,227,yes,yes,cellular,aug,2,-1,unknown,married,secondary,1
7130,34,management,611,no,no,cellular,jun,1,-1,unknown,married,tertiary,1
1970,49,management,3842,no,no,cellular,apr,1,186,failure,married,tertiary,0
2461,58,management,3864,yes,no,cellular,jul,4,-1,unknown,married,tertiary,1
5153,54,self-employed,368,no,no,telephone,jul,4,-1,unknown,married,tertiary,0
2199,70,retired,2384,no,no,cellular,oct,2,-1,unknown,married,secondary,1
4218,33,services,1076,no,no,cellular,nov,1,96,failure,married,secondary,1
990,56,retired,1894,yes,no,unknown,may,1,-1,unknown,married,secondary,0
3186,32,admin.,555,yes,no,cellular,sep,1,-1,unknown,single,secondary,1
4213,52,management,741,no,no,cellular,aug,2,-1,unknown,single,tertiary,0
2982,31,management,515,no,no,cellular,jun,5,-1,unknown,single,tertiary,1
5615,40,services,473,yes,no,cellular,jul,3,-1,unknown,married,secondary,1
2893,32,management,294,yes,no,cellular,apr,1,274,success,divorced,tertiary,1
7195,53,technician,6831,no,no,cellular,may,2,-1,unknown,married,secondary,1
6021,60,management,366,no,no,cellular,jun,1,-1,unknown,divorced,tertiary,1
2715,47,technician,2836,no,yes,cellular,aug,2,-1,unknown,divorced,secondary,0
413,24,management,1030,no,no,cellular,mar,2,-1,unknown,single,tertiary,1
5490,39,admin.,2345,yes,no,cellular,may,2,344,failure,single,secondary,1
2811,36,technician,144,no,no,cellular,may,1,308,failure,single,secondary,0
5222,30,services,1788,no,no,cellular,aug,1,181,failure,single,tertiary,1
3789,59,retired,-47,yes,no,cellular,aug,4,-1,unknown,married,primary,0
3211,35,services,0,yes,no,cellular,jul,3,-1,unknown,married,secondary,0
76,58,services,1667,yes,yes,unknown,may,1,-1,unknown,married,secondary,0
6744,39,technician,902,yes,no,cellular,feb,2,180,failure,divorced,secondary,1
5761,67,management,1287,no,no,cellular,feb,1,-1,unknown,married,secondary,0
5071,32,technician,705,no,no,cellular,jun,1,-1,unknown,single,tertiary,1
1931,35,management,0,no,no,cellular,aug,6,-1,unknown,single,tertiary,0
6733,58,blue-collar,73,no,no,unknown,jun,1,-1,unknown,married,primary,0
5195,59,management,2769,yes,no,cellular,nov,1,131,failure,married,primary,0
1356,36,blue-collar,249,yes,no,cellular,may,5,-1,unknown,married,secondary,1
6419,32,management,1683,yes,yes,cellular,apr,2,-1,unknown,married,tertiary,0
2510,63,management,2785,no,no,cellular,aug,2,392,success,married,tertiary,1
7403,30,management,5381,no,no,cellular,nov,1,-1,unknown,married,tertiary,0
2180,28,management,437,no,no,cellular,may,1,-1,unknown,single,tertiary,1
1415,32,management,141,yes,no,cellular,may,3,89,success,married,tertiary,0
6980,35,admin.,855,yes,no,unknown,may,3,-1,unknown,single,secondary,0
909,30,services,129,yes,no,unknown,may,7,-1,unknown,married,secondary,1
5421,35,unemployed,759,no,no,cellular,nov,3,-1,unknown,married,secondary,0
2452,34,blue-collar,4622,yes,yes,unknown,may,1,-1,unknown,married,secondary,0
3112,34,blue-collar,6718,no,no,cellular,jan,4,97,other,married,primary,0
740,38,technician,1711,no,no,cellular,apr,3,202,success,single,secondary,1
2618,57,technician,-1,no,no,unknown,may,2,-1,unknown,married,tertiary,1
7199,30,management,2544,no,no,cellular,apr,2,-1,unknown,single,tertiary,1
603,32,admin.,131,yes,no,cellular,jun,1,183,success,single,secondary,1
1289,26,management,2786,no,no,cellular,jun,2,72,success,single,tertiary,1
5172,29,technician,1856,yes,yes,cellular,may,1,-1,unknown,single,secondary,0
1708,27,management,1840,no,no,cellular,jun,1,28,other,single,tertiary,1
6268,47,entrepreneur,0,no,no,unknown,jun,1,-1,unknown,married,secondary,1
657,35,technician,1693,yes,no,cellular,feb,1,-1,unknown,single,secondary,1
1841,37,retired,71,no,yes,cellular,may,1,-1,unknown,married,secondary,0
6569,44,services,0,yes,no,unknown,may,1,-1,unknown,single,secondary,0
3661,26,technician,430,no,no,cellular,feb,2,-1,unknown,single,secondary,0
4417,35,blue-collar,67,no,no,unknown,may,6,-1,unknown,married,secondary,0
2345,43,self-employed,66,yes,no,unknown,may,5,-1,unknown,married,primary,0
3207,47,housemaid,183,no,no,cellular,aug,1,-1,unknown,married,primary,0
901,47,housemaid,-1531,yes,no,cellular,jul,8,-1,unknown,married,secondary,0
4299,48,management,4415,yes,no,cellular,apr,3,141,failure,married,secondary,1
1721,41,admin.,120,no,yes,cellular,jul,1,-1,unknown,married,secondary,0
2658,54,admin.,184,no,no,unknown,may,2,-1,unknown,married,tertiary,1
136,28,services,47,no,no,cellular,jul,2,-1,unknown,single,secondary,0
4144,24,blue-collar,3,yes,no,cellular,may,1,-1,unknown,single,secondary,0
1077,30,services,1808,yes,no,cellular,may,2,-1,unknown,married,secondary,0
4742,28,unemployed,863,yes,yes,unknown,may,1,-1,unknown,married,secondary,0
3306,28,management,1633,no,no,cellular,jun,1,-1,unknown,single,secondary,1
5816,44,blue-collar,579,yes,no,unknown,may,2,-1,unknown,divorced,secondary,0
2183,39,management,2193,yes,yes,unknown,jun,3,-1,unknown,divorced,tertiary,0
5871,63,retired,109,no,no,cellular,nov,2,-1,unknown,divorced,primary,1
5245,31,management,71,no,no,cellular,mar,1,-1,unknown,divorced,tertiary,1
2427,52,blue-collar,1405,no,yes,cellular,jul,2,-1,unknown,married,secondary,1
6076,42,unemployed,1713,yes,no,unknown,may,2,-1,unknown,divorced,secondary,1
4105,37,blue-collar,292,no,no,unknown,sep,1,-1,unknown,single,secondary,0
2405,38,services,3165,yes,no,unknown,may,2,-1,unknown,married,secondary,0
4310,36,management,-508,yes,no,cellular,apr,2,-1,unknown,single,tertiary,0
873,30,management,8535,no,no,cellular,jun,2,-1,unknown,single,tertiary,1
2126,51,management,-55,yes,no,cellular,may,2,266,failure,single,tertiary,0
6463,27,technician,158,no,no,unknown,jul,2,-1,unknown,single,secondary,1
3769,36,self-employed,1184,yes,no,cellular,apr,1,-1,unknown,married,secondary,1
2695,40,technician,103,yes,no,unknown,may,2,-1,unknown,married,tertiary,0
2607,28,blue-collar,-185,yes,yes,unknown,may,1,-1,unknown,married,secondary,0
7189,26,technician,33,no,no,cellular,jul,7,-1,unknown,single,secondary,0
1581,60,admin.,3547,no,no,telephone,jun,6,-1,unknown,married,secondary,1
1162,33,technician,133,no,no,cellular,may,1,-1,unknown,married,secondary,1
2871,26,services,1114,no,no,cellular,feb,2,-1,unknown,single,secondary,0
3738,26,technician,-454,no,yes,cellular,jul,2,-1,unknown,single,secondary,0
5130,31,admin.,4198,no,no,cellular,nov,1,-1,unknown,single,secondary,1
4389,30,services,436,yes,no,cellular,jun,1,-1,unknown,divorced,secondary,1
2469,29,student,1925,no,no,cellular,oct,3,149,success,single,secondary,1
3312,59,management,893,yes,no,cellular,apr,4,-1,unknown,divorced,tertiary,0
3820,29,management,502,no,no,cellular,jul,1,87,failure,single,tertiary,1
1009,44,self-employed,2734,yes,no,cellular,may,4,-1,unknown,single,tertiary,1
5058,43,blue-collar,3550,no,no,cellular,nov,1,-1,unknown,divorced,primary,1
2215,30,management,2995,yes,no,cellular,nov,1,-1,unknown,single,tertiary,0
