,job,balance,housing,loan,contact,campaign,poutcome,deposit
4219,services,636,yes,no,telephone,1,unknown,no
5249,technician,5083,no,no,cellular,1,other,no
1117,technician,1587,yes,no,cellular,3,unknown,yes
670,technician,703,yes,no,unknown,2,unknown,yes
4365,blue-collar,370,yes,no,cellular,1,unknown,no
5339,blue-collar,-588,no,no,unknown,2,unknown,no
1711,admin.,63,yes,no,cellular,1,unknown,yes
6532,management,2693,no,no,cellular,1,success,yes
4185,technician,513,yes,no,cellular,3,other,no
1922,technician,480,no,no,unknown,2,unknown,yes
2637,technician,18508,no,no,cellular,4,unknown,yes
6719,blue-collar,577,no,no,unknown,1,unknown,no
4066,unemployed,3511,no,no,cellular,2,unknown,yes
4914,admin.,0,yes,no,cellular,2,failure,no
6253,retired,8556,no,no,telephone,2,unknown,yes
6177,admin.,225,no,no,cellular,4,unknown,yes
330,services,1314,no,no,cellular,14,unknown,yes
3059,admin.,124,yes,no,telephone,4,other,yes
5614,technician,1977,yes,no,cellular,1,unknown,yes
1620,technician,335,no,no,cellular,3,unknown,no
4438,entrepreneur,122,no,no,cellular,2,failure,no
5649,management,12857,yes,no,cellular,1,unknown,yes
3779,blue-collar,39,no,no,cellular,7,unknown,no
1135,blue-collar,0,no,no,unknown,7,unknown,no
562,entrepreneur,0,no,no,unknown,7,unknown,yes
6281,self-employed,1367,yes,no,cellular,3,other,yes
3262,management,4567,yes,yes,cellular,1,unknown,no
1440,blue-collar,640,yes,no,cellular,2,unknown,yes
3534,unknown,5361,no,no,cellular,3,unknown,yes
3969,services,973,no,no,cellular,1,failure,yes
1027,admin.,314,no,yes,cellular,4,unknown,yes
4810,technician,441,yes,no,cellular,1,unknown,no
1106,entrepreneur,406,no,no,unknown,1,unknown,no
5671,admin.,109,no,no,telephone,1,unknown,yes
3877,housemaid,0,no,no,cellular,1,unknown,yes
480,technician,432,yes,yes,unknown,1,unknown,no
1690,management,5359,no,no,cellular,1,success,yes
3425,blue-collar,467,no,no,cellular,5,unknown,no
927,technician,479,no,no,unknown,5,unknown,no
6259,student,108,no,no,cellular,1,unknown,yes
3721,blue-collar,643,yes,no,unknown,6,unknown,no
3186,services,54,yes,no,cellular,1,failure,no
2188,unemployed,3357,no,no,cellular,4,unknown,yes
5863,retired,2850,no,no,cellular,2,success,no
4384,housemaid,1453,no,no,unknown,1,unknown,no
1871,management,1164,yes,yes,cellular,3,unknown,no
3282,technician,3144,no,no,cellular,2,unknown,yes
698,technician,244,yes,no,cellular,4,unknown,yes
6813,management,1780,yes,no,cellular,2,success,yes
815,blue-collar,-67,yes,no,unknown,1,unknown,no
1301,admin.,344,no,no,cellular,2,unknown,yes
5610,management,-202,yes,no,unknown,3,unknown,no
7326,technician,4888,yes,no,telephone,4,failure,no
5044,admin.,36,yes,no,unknown,1,unknown,no
1,self-employed,-3058,yes,yes,cellular,3,unknown,yes
4024,blue-collar,1426,yes,no,cellular,1,unknown,no
288,blue-collar,419,yes,no,unknown,2,unknown,yes
2775,management,321,yes,no,cellular,4,unknown,no
5779,admin.,586,yes,no,cellular,1,unknown,no
5828,blue-collar,-390,yes,no,cellular,1,unknown,no
6872,retired,2896,no,no,cellular,1,success,yes
914,self-employed,567,no,no,cellular,10,unknown,no
7129,technician,3450,no,no,cellular,1,failure,yes
439,admin.,281,yes,no,unknown,1,unknown,no
723,blue-collar,1012,yes,no,cellular,3,failure,no
7074,management,1463,yes,no,cellular,4,unknown,no
2144,retired,434,yes,no,unknown,3,unknown,no
808,management,517,yes,yes,unknown,1,unknown,yes
7351,retired,1690,no,no,unknown,4,unknown,yes
6359,entrepreneur,776,no,yes,cellular,3,unknown,yes
4763,services,130,yes,no,unknown,2,unknown,no
592,technician,117,no,no,cellular,2,other,yes
3201,admin.,1794,no,no,cellular,1,unknown,yes
6303,blue-collar,0,no,no,unknown,1,unknown,no
6155,admin.,1988,no,no,cellular,1,success,yes
5086,admin.,169,no,no,cellular,1,success,yes
1061,management,302,yes,yes,unknown,1,failure,yes
6711,blue-collar,425,yes,no,cellular,7,unknown,no
3902,management,-468,yes,yes,cellular,2,unknown,no
3258,blue-collar,468,yes,no,unknown,2,unknown,no
6314,management,141,yes,no,cellular,2,other,yes
3049,management,552,no,no,cellular,8,unknown,no
6019,blue-collar,1125,yes,no,cellular,1,unknown,yes
3821,technician,1026,no,no,cellular,1,failure,no
6070,self-employed,353,no,no,cellular,2,success,yes
975,management,8295,no,no,cellular,1,unknown,yes
2674,technician,4056,no,no,cellular,6,failure,no
2321,blue-collar,172,yes,no,cellular,1,unknown,yes
877,admin.,169,no,no,cellular,1,unknown,yes
6517,housemaid,1444,no,no,cellular,1,success,no
6055,unemployed,7968,no,no,cellular,1,unknown,yes
1252,services,-288,yes,no,unknown,7,unknown,no
2956,management,20,no,no,cellular,2,unknown,no
1991,blue-collar,490,yes,no,unknown,2,unknown,no
7245,blue-collar,595,no,no,cellular,1,unknown,no
7270,technician,-1,yes,no,cellular,1,unknown,no
6930,blue-collar,-208,yes,yes,unknown,1,unknown,no
2040,admin.,3644,yes,yes,telephone,9,unknown,yes
2253,management,135,no,no,cellular,2,unknown,no
3199,management,72,yes,yes,cellular,5,failure,yes
5762,management,724,yes,no,cellular,2,failure,yes
5055,management,158,no,no,cellular,2,failure,yes
5402,technician,66,no,yes,cellular,1,failure,no
1366,services,659,no,no,cellular,1,unknown,yes
1391,technician,0,no,no,cellular,2,unknown,no
6556,retired,0,no,no,cellular,2,unknown,yes
1697,management,3713,no,no,cellular,2,unknown,yes
88,management,0,no,no,cellular,4,unknown,yes
5525,technician,279,yes,no,unknown,1,unknown,no
3609,services,1315,no,no,cellular,4,unknown,yes
435,blue-collar,395,yes,no,unknown,1,unknown,no
5400,management,346,no,no,cellular,2,failure,yes
6570,student,253,no,no,cellular,2,unknown,yes
1940,blue-collar,496,no,yes,cellular,4,unknown,no
6038,management,250,no,no,cellular,6,unknown,yes
738,management,19,no,yes,cellular,1,unknown,no
4532,management,2333,no,no,cellular,1,unknown,yes
2989,student,394,no,no,cellular,3,unknown,yes
6386,management,3287,no,no,cellular,1,unknown,yes
6476,technician,915,no,no,cellular,1,unknown,yes
5376,self-employed,102,yes,no,cellular,1,unknown,yes
4835,blue-collar,2800,no,no,unknown,1,unknown,no
1789,admin.,-811,yes,no,cellular,2,unknown,yes
2930,blue-collar,320,yes,no,unknown,1,unknown,yes
6833,admin.,1487,no,no,unknown,2,unknown,no
1205,student,1522,no,no,cellular,2,unknown,yes
4477,management,303,yes,no,cellular,1,failure,no
1947,management,1310,yes,no,cellular,2,unknown,no
7206,admin.,292,yes,yes,cellular,6,unknown,no
3079,technician,227,no,no,cellular,1,unknown,yes
1668,blue-collar,625,no,no,cellular,1,unknown,no
2680,unemployed,1289,no,no,cellular,4,failure,yes
1127,unemployed,1,yes,no,cellular,8,unknown,no
1942,management,0,yes,no,cellular,8,unknown,no
997,entrepreneur,546,no,no,cellular,3,unknown,no
7211,management,5086,no,no,cellular,4,unknown,yes
5442,technician,503,yes,no,unknown,3,unknown,no
5864,technician,982,yes,no,unknown,3,unknown,yes
884,technician,4645,yes,no,cellular,3,other,no
3054,self-employed,0,yes,no,cellular,1,unknown,yes
2173,management,2910,no,no,telephone,1,failure,no
5939,blue-collar,-634,no,no,cellular,3,unknown,no
4242,retired,440,no,no,cellular,1,unknown,yes
2153,admin.,-466,no,yes,telephone,15,unknown,no
4673,management,655,no,yes,cellular,6,unknown,no
5116,admin.,-1,no,no,cellular,2,unknown,no
7413,retired,1588,no,no,cellular,1,unknown,yes
5636,retired,6027,no,no,cellular,1,success,yes
816,admin.,3551,yes,no,cellular,1,unknown,yes
6322,technician,332,yes,no,unknown,1,unknown,yes
264,technician,1995,yes,no,cellular,1,unknown,yes
2910,blue-collar,435,yes,no,unknown,1,unknown,no
4078,blue-collar,4227,yes,no,cellular,1,unknown,yes
2705,admin.,3070,no,no,cellular,4,unknown,yes
2237,blue-collar,22,yes,no,cellular,2,other,yes
2135,admin.,989,no,no,unknown,1,unknown,no
2138,technician,573,yes,yes,unknown,1,unknown,no
1151,technician,443,no,no,unknown,11,unknown,no
3481,services,101,yes,no,cellular,2,unknown,no
1628,student,782,no,no,cellular,7,other,no
6599,technician,0,no,no,cellular,2,unknown,no
3629,management,592,no,yes,unknown,1,unknown,no
3110,self-employed,95,yes,no,cellular,4,unknown,yes
1903,blue-collar,273,no,no,unknown,1,unknown,no
7116,housemaid,77,no,no,cellular,6,unknown,yes
5616,blue-collar,0,yes,yes,unknown,4,unknown,no
2471,management,280,no,yes,cellular,1,unknown,no
6636,services,-119,yes,no,cellular,3,unknown,no
772,management,8,no,no,cellular,4,unknown,no
7157,management,0,no,no,unknown,1,unknown,yes
1853,admin.,8785,yes,no,cellular,2,unknown,no
7086,services,144,yes,no,cellular,2,unknown,no
6292,technician,1699,no,no,cellular,2,success,yes
1365,services,2557,yes,no,cellular,1,success,yes
3578,technician,1130,no,no,cellular,1,unknown,yes
5210,services,1989,no,no,cellular,2,failure,yes
5652,student,0,yes,no,unknown,2,unknown,no
293,technician,786,yes,no,unknown,3,unknown,no
281,blue-collar,2590,yes,no,unknown,6,unknown,no
5565,technician,15161,no,no,cellular,1,unknown,yes
6801,technician,2088,no,no,cellular,14,unknown,no
3796,technician,598,yes,no,cellular,1,failure,yes
1190,management,2364,no,no,cellular,1,unknown,yes
6446,admin.,598,yes,no,cellular,1,failure,no
6591,technician,157,yes,no,cellular,8,unknown,no
6772,blue-collar,254,yes,no,cellular,2,unknown,no
6098,admin.,330,no,no,cellular,2,success,yes
7341,management,644,yes,yes,cellular,2,failure,no
964,technician,2,yes,yes,cellular,1,failure,no
7232,self-employed,7602,no,no,cellular,1,unknown,no
6460,management,3848,yes,no,cellular,2,unknown,yes
2036,student,46,yes,no,cellular,1,unknown,yes
1526,entrepreneur,853,no,no,unknown,2,unknown,yes
6381,housemaid,10,yes,no,unknown,2,unknown,no
3331,management,-449,yes,no,cellular,1,unknown,yes
2145,admin.,1052,no,no,cellular,1,unknown,yes
7258,blue-collar,40,yes,no,unknown,4,unknown,yes
6536,unemployed,2500,no,no,cellular,1,unknown,no
5475,admin.,0,no,no,cellular,2,unknown,no
6846,retired,6422,no,no,cellular,1,unknown,yes
5531,blue-collar,1627,no,no,unknown,9,unknown,yes
6616,management,165,yes,no,cellular,1,other,yes
6718,technician,1685,yes,no,cellular,1,failure,no
3831,services,278,yes,no,cellular,1,other,no
5918,retired,730,yes,no,unknown,2,unknown,no
1088,self-employed,137,yes,yes,unknown,1,unknown,no
553,technician,477,yes,yes,cellular,1,failure,no
2527,blue-collar,-29,yes,no,cellular,4,unknown,yes
3200,services,0,yes,no,cellular,3,unknown,no
2323,retired,0,yes,no,unknown,4,unknown,no
5025,admin.,303,no,no,cellular,3,failure,yes
3625,services,255,yes,yes,cellular,2,failure,no
6409,blue-collar,602,yes,no,cellular,6,unknown,no
1184,admin.,875,yes,yes,cellular,3,failure,no
6241,blue-collar,388,no,no,cellular,1,unknown,no
2598,blue-collar,152,yes,no,cellular,2,unknown,no
2389,technician,1699,no,no,cellular,1,success,yes
5905,blue-collar,1457,yes,no,cellular,4,unknown,no
2246,admin.,284,yes,no,cellular,3,unknown,yes
3931,management,395,no,no,cellular,5,unknown,yes
4622,management,3342,no,no,cellular,5,unknown,yes
4134,technician,5115,yes,no,cellular,2,failure,yes
411,services,1000,no,no,cellular,2,unknown,yes
481,admin.,2374,yes,no,cellular,2,success,yes
1191,services,5,yes,yes,cellular,2,unknown,no
4411,technician,318,no,no,cellular,1,unknown,yes
3804,management,27,no,no,cellular,6,unknown,no
6086,blue-collar,2158,no,no,cellular,1,unknown,no
7210,technician,834,yes,yes,cellular,1,unknown,no
3951,housemaid,3151,no,no,unknown,7,unknown,no
2742,blue-collar,180,yes,no,cellular,1,unknown,no
5624,management,5432,yes,yes,cellular,1,failure,no
2198,student,3,no,no,cellular,2,other,no
1820,admin.,4629,yes,no,cellular,1,unknown,yes
5627,retired,43,no,no,cellular,1,unknown,yes
4547,self-employed,1129,yes,no,cellular,2,failure,no
7064,management,1897,yes,no,unknown,3,unknown,no
1016,housemaid,61,no,no,cellular,5,unknown,no
1707,management,10583,no,no,cellular,3,success,yes
4292,services,-150,no,no,cellular,4,unknown,no
3342,technician,354,no,no,cellular,3,unknown,yes
6263,management,583,no,no,cellular,1,success,yes
7296,management,2892,no,no,unknown,1,unknown,yes
1931,blue-collar,136,yes,no,unknown,2,unknown,no
5833,housemaid,84,yes,yes,unknown,7,unknown,no
5810,blue-collar,550,yes,no,unknown,1,unknown,no
5753,blue-collar,1830,no,no,cellular,1,failure,no
3599,management,38,no,no,cellular,2,unknown,no
314,admin.,105,no,no,unknown,4,unknown,yes
5246,admin.,857,no,no,telephone,7,unknown,no
1392,technician,988,no,no,cellular,5,unknown,yes
6286,services,377,no,yes,cellular,13,unknown,no
1375,unemployed,588,no,no,cellular,3,unknown,no
4434,admin.,10541,no,no,cellular,2,success,yes
1764,management,5112,no,no,telephone,2,failure,yes
7090,blue-collar,3935,yes,yes,unknown,6,unknown,no
7169,technician,368,yes,yes,unknown,2,unknown,yes
5883,management,171,no,no,cellular,1,unknown,yes
3978,technician,503,no,no,unknown,2,unknown,no
5555,services,115,yes,yes,cellular,1,failure,no
6944,blue-collar,115,yes,no,unknown,4,unknown,no
2889,technician,6,yes,no,unknown,1,unknown,no
5998,blue-collar,79,no,no,unknown,3,unknown,no
4471,retired,1316,no,no,telephone,5,unknown,no
549,student,0,no,no,cellular,1,success,yes
1559,blue-collar,1730,yes,no,cellular,2,success,yes
4716,admin.,1577,yes,no,unknown,15,unknown,no
4037,management,1720,no,no,cellular,1,success,yes
5517,management,231,no,no,cellular,1,failure,yes
4361,management,1567,yes,no,cellular,4,unknown,yes
1884,blue-collar,149,yes,no,telephone,3,unknown,no
3918,management,3371,no,no,cellular,2,unknown,yes
2034,blue-collar,136,no,no,cellular,2,failure,yes
4080,admin.,829,yes,yes,unknown,1,unknown,no
1206,unemployed,-353,yes,no,unknown,3,unknown,no
1686,management,30,no,no,cellular,7,unknown,no
3968,technician,6822,no,no,cellular,2,unknown,yes
316,technician,21,yes,no,cellular,1,failure,no
4444,blue-collar,3955,yes,no,unknown,3,unknown,no
2718,housemaid,454,no,no,cellular,1,unknown,no
2209,admin.,1406,yes,no,cellular,2,success,yes
6503,management,0,yes,no,cellular,5,failure,yes
6445,retired,670,no,no,cellular,5,unknown,yes
4140,blue-collar,285,no,yes,unknown,1,unknown,no
3046,retired,357,yes,no,cellular,1,unknown,no
270,blue-collar,1504,yes,no,cellular,2,unknown,no
1451,technician,825,no,no,cellular,3,unknown,yes
1810,management,385,no,no,cellular,2,unknown,no
5426,admin.,205,no,no,cellular,1,unknown,yes
908,blue-collar,4401,no,no,telephone,1,success,yes
4273,management,705,no,no,cellular,2,unknown,no
5536,management,572,no,no,cellular,3,success,yes
114,management,1336,yes,yes,cellular,2,failure,no
183,admin.,0,no,no,cellular,1,unknown,yes
2545,unemployed,154,no,no,cellular,7,unknown,yes
6627,management,667,no,no,telephone,2,unknown,no
6389,management,1746,yes,no,unknown,1,unknown,no
1587,housemaid,3706,no,no,unknown,3,unknown,no
5348,management,757,no,no,cellular,4,unknown,no
36,entrepreneur,555,no,no,cellular,2,unknown,no
7299,blue-collar,90,yes,no,unknown,1,unknown,no
5855,management,0,no,no,cellular,2,unknown,yes
2855,management,3401,no,no,cellular,1,unknown,yes
6713,entrepreneur,-172,yes,no,cellular,2,unknown,yes
2494,technician,0,yes,no,cellular,1,success,yes
5352,management,-27,yes,no,unknown,2,unknown,no
6224,management,811,no,no,cellular,1,unknown,yes
6825,entrepreneur,131,yes,no,cellular,1,unknown,no
5286,management,928,yes,no,cellular,1,unknown,no
590,student,382,no,no,cellular,2,failure,yes
2185,technician,4383,no,no,cellular,4,unknown,yes
6295,student,2785,no,no,cellular,2,unknown,yes
1430,technician,1831,no,no,cellular,2,unknown,yes
3268,admin.,3480,no,no,cellular,1,unknown,yes
5330,admin.,140,yes,no,cellular,2,failure,no
3017,blue-collar,1025,yes,no,cellular,1,unknown,no
4864,unemployed,6748,no,no,cellular,2,unknown,yes
5599,services,130,yes,no,unknown,1,unknown,no
3926,management,396,yes,no,unknown,3,unknown,no
4199,technician,2823,yes,no,cellular,1,failure,yes
822,management,0,no,no,cellular,1,unknown,yes
308,management,-470,yes,no,cellular,2,failure,no
5730,blue-collar,750,yes,yes,cellular,1,failure,no
3524,technician,736,no,no,cellular,2,unknown,no
2582,retired,2123,no,no,telephone,4,unknown,no
5910,blue-collar,4415,yes,no,unknown,1,unknown,no
7300,services,5034,yes,no,unknown,3,unknown,no
3995,services,-114,yes,no,cellular,2,unknown,no
7304,management,1170,no,no,cellular,1,unknown,yes
2678,admin.,59,yes,no,cellular,3,unknown,no
3463,blue-collar,105,yes,no,unknown,2,unknown,no
2576,management,4152,yes,no,telephone,1,unknown,yes
5768,management,1287,no,no,cellular,1,unknown,no
977,admin.,73,no,no,cellular,1,unknown,yes
702,unemployed,4145,no,no,unknown,4,unknown,yes
6985,admin.,855,yes,no,unknown,3,unknown,no
5929,self-employed,6,yes,no,cellular,1,success,yes
5997,blue-collar,447,yes,no,unknown,2,unknown,no
642,admin.,67,no,yes,cellular,2,failure,no
1167,services,9,no,yes,cellular,2,unknown,no
4821,self-employed,0,yes,no,cellular,1,unknown,yes
1424,management,657,yes,no,telephone,5,unknown,no
573,unemployed,94,no,no,cellular,1,success,yes
400,services,1179,no,no,cellular,1,unknown,yes
3571,unemployed,68,no,no,cellular,1,unknown,yes
7240,student,1776,no,no,cellular,1,other,yes
7187,admin.,50,no,no,cellular,1,unknown,no
1729,entrepreneur,1273,yes,yes,cellular,2,failure,no
7146,technician,1,yes,yes,unknown,1,unknown,no
3437,unemployed,3354,yes,no,cellular,1,success,yes
6420,retired,1021,no,no,telephone,1,unknown,no
2916,unemployed,-505,yes,no,unknown,11,unknown,no
1724,management,1133,yes,no,cellular,1,other,yes
2761,management,917,yes,no,unknown,1,unknown,no
5289,management,144,no,no,cellular,1,failure,yes
4689,management,348,no,no,cellular,1,unknown,yes
1866,self-employed,916,no,no,cellular,2,success,yes
6094,blue-collar,5252,yes,no,unknown,2,unknown,no
4320,self-employed,3157,no,no,cellular,2,other,no
5097,blue-collar,638,yes,no,unknown,2,unknown,yes
4744,management,232,yes,no,telephone,1,unknown,no
2409,management,149,no,no,cellular,2,unknown,yes
6761,management,728,yes,no,cellular,5,unknown,no
3528,management,552,yes,no,cellular,2,unknown,no
4761,retired,767,no,no,unknown,2,unknown,no
3266,management,0,no,no,cellular,2,unknown,no
6704,services,341,yes,no,cellular,3,other,yes
6575,management,76,no,no,cellular,1,success,yes
5989,retired,207,yes,no,unknown,1,unknown,no
2275,management,756,yes,no,unknown,1,unknown,no
4911,management,148,no,no,cellular,2,unknown,no
872,management,8535,no,no,cellular,2,unknown,yes
6646,management,1697,no,no,unknown,2,unknown,no
2465,management,3371,no,no,cellular,2,unknown,yes
3324,admin.,294,yes,no,cellular,1,unknown,yes
4356,technician,4176,yes,no,unknown,6,unknown,no
5197,services,638,yes,yes,cellular,3,unknown,yes
2731,management,559,no,no,cellular,2,unknown,no
3677,management,2384,yes,no,cellular,2,unknown,no
5221,technician,12,no,no,cellular,2,unknown,yes
2548,retired,2812,no,no,cellular,2,failure,yes
3279,management,219,no,no,cellular,1,success,yes
73,student,1234,no,no,cellular,1,success,yes
3140,student,4468,no,no,cellular,1,unknown,yes
1203,admin.,1207,yes,no,cellular,2,unknown,yes
2843,blue-collar,1222,yes,no,cellular,1,unknown,no
4776,management,4539,no,no,cellular,3,failure,yes
