,age,balance,contact,campaign,pdays,poutcome,deposit
4660,36,787,unknown,1,-1,unknown,no
4174,39,0,cellular,1,-1,unknown,no
6108,42,-106,unknown,1,-1,unknown,no
7177,77,1780,cellular,2,183,success,yes
6366,40,-438,cellular,1,-1,unknown,yes
68,79,2661,cellular,5,-1,unknown,yes
374,19,779,cellular,4,-1,unknown,yes
5670,61,267,cellular,3,184,success,yes
2209,24,541,unknown,4,-1,unknown,no
6293,26,-930,cellular,1,-1,unknown,yes
6223,55,4,cellular,1,-1,unknown,yes
3152,34,2287,unknown,4,-1,unknown,yes
5244,33,882,cellular,1,183,failure,yes
7203,42,2567,unknown,2,-1,unknown,no
4814,41,30,cellular,1,-1,unknown,yes
1599,30,4328,cellular,3,189,other,yes
92,55,0,cellular,4,-1,unknown,yes
3,38,-87,cellular,1,-1,unknown,no
3338,38,0,cellular,1,183,success,yes
6929,43,0,cellular,2,296,failure,yes
1337,36,4613,cellular,1,134,failure,no
535,37,465,cellular,3,-1,unknown,yes
1698,36,528,cellular,2,-1,unknown,no
1445,33,0,cellular,1,-1,unknown,yes
3094,30,0,unknown,1,-1,unknown,no
623,31,97,unknown,1,-1,unknown,yes
77,24,1234,cellular,1,156,success,yes
2669,47,4567,telephone,4,-1,unknown,no
7247,56,-45,unknown,6,-1,unknown,no
1815,26,132,cellular,1,119,success,yes
6883,52,959,telephone,2,-1,unknown,yes
4303,31,1081,cellular,5,261,failure,yes
2834,40,103,unknown,2,-1,unknown,no
7123,31,9421,cellular,1,-1,unknown,yes
5339,37,1458,cellular,1,-1,unknown,yes
3031,31,255,cellular,1,-1,unknown,no
4672,44,-389,unknown,1,-1,unknown,no
615,49,259,unknown,2,-1,unknown,no
6852,51,8806,unknown,1,-1,unknown,no
6192,63,109,cellular,2,-1,unknown,yes
6099,32,785,cellular,1,-1,unknown,no
275,33,-306,unknown,4,-1,unknown,no
6554,42,1598,cellular,2,-1,unknown,yes
6702,56,5769,unknown,3,-1,unknown,no
5910,40,1535,unknown,1,-1,unknown,yes
1959,34,3821,cellular,2,-1,unknown,yes
3577,61,-492,unknown,1,-1,unknown,no
3793,53,849,cellular,3,-1,unknown,yes
5101,38,6368,cellular,4,-1,unknown,yes
70,56,0,cellular,4,-1,unknown,no
1429,29,163,cellular,1,-1,unknown,yes
7077,31,91,unknown,1,-1,unknown,no
7276,43,1379,unknown,3,-1,unknown,no
7357,35,855,unknown,3,-1,unknown,no
3016,26,1114,cellular,2,-1,unknown,no
6117,40,24450,cellular,2,-1,unknown,no
3390,34,-1,cellular,6,355,other,yes
6938,34,188,cellular,1,-1,unknown,no
57,32,2688,cellular,1,57,failure,yes
3165,30,133,cellular,2,-1,unknown,no
3325,35,538,unknown,4,-1,unknown,no
7552,28,866,cellular,2,-1,unknown,yes
681,29,0,unknown,1,-1,unknown,no
5741,27,7102,unknown,9,-1,unknown,no
7725,33,1082,cellular,1,-1,unknown,no
2824,42,1289,cellular,4,415,failure,yes
3059,60,0,unknown,1,-1,unknown,no
2043,26,19,telephone,1,-1,unknown,no
941,54,337,unknown,2,-1,unknown,no
3889,64,2331,telephone,1,-1,unknown,yes
7163,55,4,cellular,3,-1,unknown,no
2821,35,53,cellular,1,-1,unknown,no
3130,33,8097,cellular,2,-1,unknown,no
7315,28,-30,cellular,5,-1,unknown,no
7026,32,-84,cellular,1,-1,unknown,no
3489,41,0,unknown,1,-1,unknown,no
4062,45,205,cellular,1,90,success,yes
2292,35,127,telephone,1,-1,unknown,yes
2094,34,1310,cellular,3,-1,unknown,no
6481,42,2959,telephone,1,342,failure,yes
4718,66,2540,telephone,2,156,other,yes
7092,21,794,cellular,1,-1,unknown,yes
4843,33,1234,telephone,1,-1,unknown,no
6793,37,217,cellular,1,-1,unknown,no
7129,42,473,cellular,5,-1,unknown,no
1263,33,395,cellular,6,-1,unknown,yes
7170,46,229,unknown,1,-1,unknown,no
793,49,788,unknown,7,-1,unknown,no
2541,44,-375,telephone,4,-1,unknown,no
4935,31,383,cellular,1,214,failure,no
3388,38,2240,cellular,1,183,failure,no
6830,32,0,cellular,2,-1,unknown,no
1149,39,0,unknown,2,-1,unknown,no
6876,35,260,telephone,6,-1,unknown,no
1059,44,2734,cellular,4,-1,unknown,yes
1864,53,1796,telephone,1,193,failure,yes
2084,35,1949,unknown,3,-1,unknown,no
7722,39,139,cellular,2,-1,unknown,no
2047,49,408,cellular,4,-1,unknown,yes
3542,57,2845,telephone,5,-1,unknown,yes
2742,36,1379,cellular,1,186,failure,yes
790,35,178,cellular,2,-1,unknown,no
2274,60,478,cellular,2,311,failure,yes
6741,40,795,unknown,3,-1,unknown,no
391,48,1230,cellular,2,182,success,yes
7311,33,1195,telephone,4,-1,unknown,no
952,54,4401,telephone,1,183,success,yes
5442,29,3310,cellular,1,91,failure,no
1606,46,138,cellular,1,-1,unknown,no
2515,31,68,unknown,1,-1,unknown,no
6174,45,483,cellular,2,265,other,yes
1077,55,2206,cellular,1,91,success,yes
1096,49,0,cellular,2,-1,unknown,yes
1973,40,822,cellular,2,245,failure,no
1778,41,1757,cellular,1,239,failure,yes
3009,45,586,cellular,3,-1,unknown,no
3928,38,902,cellular,1,-1,unknown,yes
1006,75,37127,cellular,1,-1,unknown,no
1739,34,695,unknown,4,-1,unknown,yes
4637,47,3033,cellular,1,-1,unknown,yes
6840,34,920,cellular,1,342,failure,no
762,32,597,cellular,1,-1,unknown,no
384,30,1785,unknown,1,-1,unknown,yes
6002,21,1506,cellular,1,-1,unknown,yes
4452,37,62,cellular,2,272,success,yes
7758,52,1158,cellular,4,-1,unknown,no
6571,38,1349,unknown,1,-1,unknown,no
4059,47,1101,cellular,3,-1,unknown,yes
3279,37,980,cellular,5,-1,unknown,yes
1342,26,2857,cellular,1,-1,unknown,yes
1201,32,1464,telephone,2,-1,unknown,no
1174,43,1046,unknown,1,-1,unknown,yes
5118,34,103,cellular,1,-1,unknown,no
2617,31,-201,cellular,4,-1,unknown,no
2304,26,274,cellular,3,-1,unknown,yes
5498,36,12,cellular,2,-1,unknown,yes
5606,32,10281,cellular,1,-1,unknown,yes
926,35,4645,cellular,3,270,other,no
1898,59,2396,cellular,1,-1,unknown,yes
3713,62,3114,cellular,2,186,success,yes
2016,37,381,unknown,2,-1,unknown,yes
7064,36,472,unknown,1,-1,unknown,no
2483,47,293,cellular,1,90,success,yes
5233,29,985,cellular,2,-1,unknown,yes
6512,38,6728,cellular,4,-1,unknown,yes
7063,28,341,cellular,3,347,other,yes
5174,35,198,cellular,13,-1,unknown,no
7397,40,431,cellular,2,-1,unknown,yes
4501,36,219,cellular,6,196,failure,no
1678,50,346,cellular,1,-1,unknown,yes
740,26,155,cellular,4,43,other,no
5180,59,1026,unknown,1,-1,unknown,yes
6252,59,1575,cellular,3,263,success,no
3824,30,1191,cellular,4,-1,unknown,no
4090,49,-236,unknown,2,-1,unknown,no
2424,48,268,cellular,7,-1,unknown,yes
2479,30,415,cellular,1,343,failure,yes
11,33,1107,cellular,1,-1,unknown,yes
6683,42,580,cellular,2,-1,unknown,no
5876,35,82,cellular,4,-1,unknown,yes
3247,32,0,cellular,2,-1,unknown,no
850,28,1808,cellular,1,-1,unknown,yes
5939,40,1734,unknown,4,-1,unknown,no
3108,48,197,cellular,2,222,other,no
7698,28,385,cellular,4,193,failure,no
3032,30,2686,cellular,3,-1,unknown,yes
4499,28,173,cellular,7,-1,unknown,yes
2884,30,502,cellular,1,-1,unknown,yes
4899,34,3043,cellular,1,-1,unknown,yes
948,28,258,cellular,1,-1,unknown,no
4192,39,109,unknown,3,-1,unknown,no
7189,34,0,cellular,1,-1,unknown,yes
2249,47,989,unknown,1,-1,unknown,no
4116,48,1730,cellular,1,178,failure,yes
4047,45,700,telephone,4,-1,unknown,no
7109,40,1270,cellular,2,-1,unknown,no
2356,52,36,cellular,1,-1,unknown,yes
1384,28,22,cellular,3,-1,unknown,no
4836,46,229,cellular,1,-1,unknown,no
4128,58,-364,unknown,1,-1,unknown,no
6321,64,12067,telephone,2,92,success,yes
4293,41,2823,unknown,1,-1,unknown,yes
2760,60,12980,cellular,1,-1,unknown,yes
4146,48,0,unknown,1,-1,unknown,no
5074,26,5795,cellular,2,-1,unknown,yes
4079,50,6739,cellular,3,-1,unknown,no
2755,31,307,cellular,2,-1,unknown,no
6234,36,281,unknown,1,-1,unknown,yes
5708,32,1661,cellular,1,209,failure,no
3988,59,-423,cellular,1,-1,unknown,no
337,32,24,cellular,1,-1,unknown,no
1092,53,3754,cellular,1,278,failure,yes
1788,42,3713,cellular,2,-1,unknown,yes
2656,34,559,cellular,2,-1,unknown,no
6241,30,-158,cellular,1,370,failure,yes
3041,53,6,unknown,1,-1,unknown,no
5820,30,-529,cellular,4,-1,unknown,no
5235,53,587,cellular,1,-1,unknown,yes
1780,30,5359,cellular,1,84,success,yes
165,46,699,cellular,1,87,failure,yes
1852,55,1320,cellular,1,91,success,yes
5015,50,416,unknown,5,-1,unknown,yes
5681,47,2749,cellular,2,164,failure,yes
4831,45,1506,cellular,4,-1,unknown,yes
6537,32,-198,unknown,3,-1,unknown,yes
5398,31,0,cellular,1,-1,unknown,yes
2997,27,20585,cellular,1,100,success,yes
5441,44,1954,cellular,1,-1,unknown,yes
6159,67,701,cellular,2,-1,unknown,yes
2086,33,703,cellular,2,-1,unknown,no
81,45,0,unknown,6,-1,unknown,no
4743,47,4840,unknown,1,-1,unknown,no
5783,33,1390,unknown,1,-1,unknown,no
2923,30,1384,telephone,2,-1,unknown,no
4517,38,206,cellular,2,-1,unknown,yes
7495,59,782,cellular,2,-1,unknown,no
4784,50,881,cellular,1,-1,unknown,no
5815,33,1697,cellular,1,-1,unknown,yes
2091,58,99,telephone,2,-1,unknown,yes
7279,56,1989,cellular,4,181,success,yes
113,29,1008,unknown,9,-1,unknown,no
2965,52,511,cellular,4,-1,unknown,no
22,25,277,cellular,2,-1,unknown,yes
2154,77,7802,telephone,1,92,success,yes
4316,35,1354,cellular,2,-1,unknown,yes
2608,22,344,cellular,1,-1,unknown,yes
7761,44,3463,cellular,3,-1,unknown,no
6915,37,22125,cellular,2,-1,unknown,yes
5808,22,129,cellular,2,181,success,yes
58,44,0,unknown,1,-1,unknown,no
2386,24,867,unknown,10,-1,unknown,yes
6095,32,2213,cellular,2,154,failure,no
2819,26,633,unknown,2,-1,unknown,no
3957,56,12,cellular,3,187,failure,yes
3329,27,20585,cellular,1,-1,unknown,yes
4250,30,330,cellular,1,-1,unknown,yes
7338,46,460,cellular,1,-1,unknown,no
603,39,208,cellular,4,-1,unknown,no
7479,34,155,cellular,2,-1,unknown,yes
3796,32,0,cellular,1,-1,unknown,no
5523,45,857,telephone,7,-1,unknown,no
5450,31,533,cellular,1,91,success,yes
2401,42,4216,cellular,2,-1,unknown,yes
3710,37,89,unknown,10,-1,unknown,no
4139,43,1337,cellular,2,-1,unknown,no
763,54,950,unknown,2,-1,unknown,no
665,27,106,unknown,5,-1,unknown,no
3557,46,2421,cellular,1,100,failure,yes
3157,59,3428,cellular,1,-1,unknown,no
4356,38,105,cellular,2,-1,unknown,no
1481,49,298,cellular,2,86,failure,no
7600,43,0,cellular,1,94,success,yes
416,26,-8,cellular,2,-1,unknown,no
1252,40,0,cellular,8,-1,unknown,no
4911,50,8648,cellular,3,176,failure,yes
7580,35,688,cellular,1,-1,unknown,no
5643,56,6798,cellular,1,-1,unknown,no
3406,27,1820,cellular,1,-1,unknown,yes
607,57,10583,cellular,3,-1,unknown,yes
6937,36,-35,cellular,3,-1,unknown,no
1587,31,671,unknown,3,-1,unknown,no
2904,59,1047,cellular,3,-1,unknown,yes
3033,24,23878,cellular,1,97,success,yes
5215,68,2812,cellular,4,181,success,yes
4581,37,80,cellular,3,-1,unknown,no
7369,42,248,cellular,4,-1,unknown,no
1460,46,0,unknown,3,-1,unknown,yes
1232,70,324,cellular,1,308,other,yes
2959,33,202,cellular,1,-1,unknown,no
1165,25,1857,cellular,1,91,success,yes
3930,41,65,unknown,2,-1,unknown,no
5947,29,425,unknown,15,-1,unknown,yes
2622,36,437,cellular,2,344,success,yes
6058,56,0,unknown,1,-1,unknown,yes
2570,18,348,cellular,4,-1,unknown,yes
2083,30,0,cellular,1,-1,unknown,yes
5017,54,767,unknown,2,-1,unknown,no
481,35,167,cellular,2,-1,unknown,yes
2392,49,550,unknown,2,-1,unknown,no
791,77,0,cellular,1,-1,unknown,yes
1117,47,4157,unknown,3,-1,unknown,no
1584,35,243,unknown,3,-1,unknown,no
503,44,618,cellular,1,-1,unknown,yes
5351,35,-367,cellular,1,350,failure,no
5279,39,437,telephone,2,-1,unknown,no
810,36,0,unknown,3,-1,unknown,no
2200,28,2290,cellular,1,-1,unknown,yes
268,49,0,cellular,3,-1,unknown,no
5618,59,1625,cellular,1,180,success,yes
705,48,623,cellular,2,-1,unknown,yes
576,47,440,cellular,1,-1,unknown,no
765,51,0,unknown,2,-1,unknown,no
3539,33,1699,cellular,1,-1,unknown,yes
7327,27,311,cellular,1,148,success,yes
7774,59,116,cellular,4,422,failure,yes
6578,38,326,cellular,2,-1,unknown,no
3412,22,107,cellular,1,-1,unknown,yes
4674,39,24277,cellular,1,-1,unknown,yes
4219,60,29184,telephone,2,-1,unknown,no
5334,41,-306,unknown,1,-1,unknown,yes
1972,53,261,cellular,2,-1,unknown,no
937,27,538,cellular,4,197,success,yes
4713,57,375,cellular,1,-1,unknown,yes
562,36,2646,cellular,1,182,success,yes
2956,33,920,cellular,1,95,failure,yes
5223,32,8749,unknown,1,-1,unknown,yes
3180,39,3,unknown,1,-1,unknown,no
3394,40,171,cellular,3,-1,unknown,no
4021,37,1236,cellular,2,-1,unknown,no
3475,24,-389,unknown,1,-1,unknown,yes
7592,42,559,cellular,1,-1,unknown,no
5622,58,5914,unknown,4,-1,unknown,no
4248,60,209,cellular,3,106,failure,yes
4639,43,-236,cellular,7,-1,unknown,yes
2277,43,250,cellular,5,342,failure,no
6405,45,51,cellular,8,-1,unknown,no
5005,30,655,cellular,1,202,success,yes
3430,22,216,cellular,1,187,success,yes
1690,28,5679,cellular,4,-1,unknown,yes
2452,49,0,cellular,2,-1,unknown,no
4225,41,882,unknown,2,-1,unknown,no
1551,32,454,cellular,1,-1,unknown,yes
5564,25,2311,cellular,2,-1,unknown,yes
1517,26,285,cellular,2,342,failure,no
5107,42,11115,cellular,1,102,success,yes
3969,49,-849,unknown,1,-1,unknown,no
6620,44,1367,cellular,3,146,other,yes
1658,31,182,cellular,2,-1,unknown,no
3704,75,3810,cellular,1,183,failure,yes
457,34,528,cellular,3,100,other,yes
7414,32,1659,unknown,6,-1,unknown,no
674,40,67,cellular,2,152,failure,no
4378,27,151,cellular,1,-1,unknown,yes
1601,28,1285,telephone,2,2,other,no
5519,54,136,cellular,4,-1,unknown,no
2844,31,11,cellular,2,-1,unknown,no
3736,52,2398,cellular,1,-1,unknown,yes
4918,27,294,unknown,2,-1,unknown,yes
2814,34,-30,cellular,3,-1,unknown,yes
4291,38,3715,telephone,2,327,failure,no
6778,37,781,cellular,1,-1,unknown,no
3742,49,412,cellular,8,-1,unknown,yes
887,55,244,cellular,1,-1,unknown,no
3274,39,351,unknown,3,-1,unknown,no
1036,53,431,cellular,1,328,failure,no
4350,26,1066,cellular,1,-1,unknown,yes
3337,29,1612,unknown,2,-1,unknown,no
1592,60,404,cellular,2,196,failure,yes
6833,30,324,cellular,4,-1,unknown,no
1609,32,902,unknown,2,-1,unknown,no
1230,29,9,cellular,2,-1,unknown,no
498,47,193,cellular,2,-1,unknown,no
3546,56,-155,cellular,1,-1,unknown,no
4016,48,1808,cellular,1,-1,unknown,yes
6009,31,216,unknown,1,-1,unknown,yes
7524,35,1,unknown,1,-1,unknown,no
7133,48,174,cellular,2,-1,unknown,no
7088,41,9,cellular,3,-1,unknown,no
4861,27,-330,cellular,1,353,failure,no
6027,29,1135,cellular,1,-1,unknown,yes
7765,74,1843,cellular,1,185,success,yes
6844,36,255,cellular,6,95,success,yes
5678,53,303,unknown,2,-1,unknown,no
7198,50,1165,cellular,1,-1,unknown,yes
5585,34,1035,cellular,10,-1,unknown,yes
3437,42,1143,telephone,1,-1,unknown,no
5532,32,388,cellular,3,-1,unknown,yes
7363,85,98,cellular,1,-1,unknown,yes
3336,38,536,cellular,1,92,success,yes
3334,28,0,cellular,1,-1,unknown,no
4749,47,3957,telephone,3,334,other,no
155,82,211,telephone,3,-1,unknown,no
5743,53,980,cellular,1,-1,unknown,yes
1809,30,522,cellular,3,-1,unknown,no
6411,40,2158,cellular,1,-1,unknown,no
2528,38,3165,unknown,2,-1,unknown,no
1755,49,-188,cellular,1,-1,unknown,yes
4656,60,13546,cellular,3,-1,unknown,yes
5166,35,144,cellular,2,-1,unknown,no
3038,24,556,cellular,2,80,success,yes
7045,34,197,cellular,3,-1,unknown,yes
3204,50,1138,cellular,10,-1,unknown,no
5000,68,476,telephone,1,-1,unknown,yes
5310,33,16992,unknown,1,-1,unknown,no
6587,36,583,cellular,1,235,other,no
3689,48,430,cellular,3,371,failure,no
4488,39,0,unknown,2,-1,unknown,no
3855,44,7138,cellular,2,-1,unknown,yes
6275,49,80,cellular,1,-1,unknown,no
4262,43,378,cellular,8,-1,unknown,yes
262,37,0,cellular,1,-1,unknown,no
1080,58,496,cellular,1,-1,unknown,yes
7782,28,-193,cellular,7,-1,unknown,no
1044,54,1660,cellular,3,-1,unknown,no
505,34,2374,cellular,2,92,success,yes
1395,48,157,cellular,4,-1,unknown,yes
1672,42,-671,cellular,2,-1,unknown,no
2213,51,1347,cellular,1,243,failure,yes
7116,44,777,cellular,3,350,failure,no
6430,43,2987,cellular,1,85,failure,yes
6639,79,8304,cellular,2,275,success,yes
4384,51,5350,cellular,4,-1,unknown,yes
4665,33,2885,cellular,2,-1,unknown,yes
2769,72,2,cellular,2,-1,unknown,yes
6317,27,16,cellular,3,-1,unknown,no
536,52,2087,cellular,1,474,failure,yes
5472,44,0,cellular,1,-1,unknown,no
3237,45,5021,cellular,1,-1,unknown,yes
7027,76,1780,telephone,3,-1,unknown,yes
1843,76,2302,telephone,1,87,failure,no
5455,33,3059,cellular,2,-1,unknown,yes
4410,27,1187,telephone,1,101,failure,yes
5435,59,93,unknown,2,-1,unknown,no
6214,54,66,cellular,1,-1,unknown,yes
4558,43,3157,cellular,2,330,other,no
1559,30,501,cellular,1,177,failure,yes
6352,38,4539,cellular,1,-1,unknown,yes
3887,27,2183,unknown,1,-1,unknown,yes
4585,31,205,cellular,1,-1,unknown,no
7605,42,414,cellular,3,-1,unknown,no
7752,35,434,unknown,1,-1,unknown,no
1550,28,1984,cellular,2,14,failure,no
5058,36,495,cellular,3,97,success,yes
672,49,687,cellular,6,-1,unknown,no
1176,33,334,cellular,1,-1,unknown,no
3189,53,291,unknown,1,-1,unknown,no
5014,38,605,telephone,10,-1,unknown,yes
5381,54,827,unknown,2,-1,unknown,no
6299,54,10185,cellular,1,186,success,yes
4380,39,25,cellular,1,210,success,yes
2881,31,-190,cellular,3,-1,unknown,no
868,45,0,cellular,2,342,failure,no
3452,34,223,cellular,6,-1,unknown,no
1389,27,1720,cellular,1,224,success,yes
471,32,9317,cellular,3,-1,unknown,no
4978,32,483,cellular,3,-1,unknown,yes
1774,48,2805,cellular,2,-1,unknown,no
4403,55,8304,cellular,1,-1,unknown,yes
3395,43,729,unknown,2,-1,unknown,no
6651,37,0,unknown,1,-1,unknown,no
6718,58,4348,cellular,4,141,other,yes
4261,30,10,cellular,8,-1,unknown,no
7016,33,179,cellular,2,181,other,no
43,57,950,cellular,1,-1,unknown,no
1179,44,8,cellular,4,-1,unknown,yes
4467,44,429,telephone,1,-1,unknown,yes
2157,26,1646,cellular,4,206,success,yes
5149,35,1693,cellular,1,105,success,no
4509,28,127,cellular,2,-1,unknown,yes
4976,55,2476,unknown,1,-1,unknown,yes
4751,31,1131,cellular,1,148,failure,no
5388,35,3636,cellular,2,-1,unknown,yes
6795,74,670,cellular,5,-1,unknown,yes
6978,33,127,cellular,2,222,failure,yes
4366,24,3,cellular,1,-1,unknown,no
2375,35,8,unknown,18,-1,unknown,no
4386,43,3723,cellular,4,-1,unknown,no
7180,24,476,unknown,1,-1,unknown,no
5370,30,0,cellular,2,-1,unknown,no
2493,28,38,unknown,1,-1,unknown,no
3785,32,3297,cellular,2,-1,unknown,no
7076,41,1384,unknown,4,-1,unknown,yes
3755,40,40,cellular,1,-1,unknown,no
955,61,927,cellular,3,-1,unknown,yes
1417,39,1873,unknown,2,-1,unknown,no
1005,46,0,cellular,2,-1,unknown,no
3389,49,1884,cellular,1,-1,unknown,no
6553,38,467,unknown,1,-1,unknown,no
5397,33,82,cellular,1,-1,unknown,yes
238,39,75,unknown,1,-1,unknown,no
2612,50,-151,cellular,2,-1,unknown,no
5171,47,1233,unknown,1,100,other,yes
5989,31,5691,cellular,1,-1,unknown,no
6337,33,6807,cellular,2,184,success,yes
7651,27,39,cellular,1,258,other,yes
4969,35,3549,cellular,4,-1,unknown,no
3356,33,-384,cellular,1,-1,unknown,no
4379,54,588,cellular,1,-1,unknown,no
4599,30,1567,cellular,4,-1,unknown,yes
537,57,773,unknown,8,-1,unknown,no
4007,70,2626,cellular,2,-1,unknown,yes
6853,45,1527,cellular,1,-1,unknown,yes
4703,46,375,telephone,6,-1,unknown,no
5923,37,10721,unknown,3,-1,unknown,no
6130,40,475,unknown,2,-1,unknown,no
6860,85,1255,cellular,3,-1,unknown,yes
4176,59,1040,cellular,2,-1,unknown,no
4828,27,672,cellular,2,-1,unknown,no
4453,29,500,cellular,8,-1,unknown,no
6383,32,-34,cellular,1,-1,unknown,yes
1822,27,9,cellular,2,-1,unknown,yes
6680,24,166,cellular,2,-1,unknown,yes
6935,28,154,unknown,9,-1,unknown,no
1319,33,2918,cellular,2,-1,unknown,yes
4361,60,0,cellular,3,-1,unknown,yes
2411,32,765,cellular,2,-1,unknown,yes
6368,74,921,telephone,2,-1,unknown,yes
4287,68,19317,cellular,1,-1,unknown,yes
4283,31,2907,cellular,1,194,failure,yes
6986,40,1005,cellular,1,-1,unknown,no
7394,31,410,cellular,1,-1,unknown,yes
1938,24,299,cellular,1,321,failure,no
477,41,14968,cellular,4,-1,unknown,yes
447,33,133,cellular,2,192,success,yes
3732,61,2801,cellular,1,-1,unknown,yes
1688,41,3016,cellular,3,-1,unknown,no
757,37,310,cellular,1,-1,unknown,no
7451,30,673,unknown,2,-1,unknown,no
2767,26,1417,unknown,3,-1,unknown,no
5057,42,325,unknown,4,-1,unknown,no
1777,37,1,unknown,1,-1,unknown,yes
3454,42,108,cellular,2,365,failure,no
6064,36,1830,cellular,1,91,failure,no
549,31,4041,cellular,2,-1,unknown,yes
1591,41,0,unknown,1,-1,unknown,no
5755,48,291,telephone,2,-1,unknown,no
3893,62,1515,cellular,1,187,failure,no
183,36,1023,cellular,2,-1,unknown,no
5326,48,2677,unknown,3,-1,unknown,no
6773,32,1683,cellular,2,-1,unknown,no
7626,35,618,cellular,1,-1,unknown,yes
1098,60,313,unknown,2,-1,unknown,yes
3585,26,100,cellular,1,-1,unknown,yes
2226,39,0,cellular,1,-1,unknown,no
860,31,354,cellular,1,9,success,yes
6048,33,157,unknown,5,-1,unknown,no
6756,46,706,cellular,1,386,failure,yes
828,36,4596,cellular,2,175,success,yes
5713,60,-41,cellular,1,262,failure,yes
3931,32,-613,cellular,2,-1,unknown,no
2387,26,294,cellular,1,91,success,yes
1314,39,2843,unknown,1,-1,unknown,yes
2878,39,4101,cellular,2,264,other,yes
4507,44,320,cellular,3,234,other,no
7711,30,3026,cellular,1,535,failure,yes
7052,31,5345,cellular,1,-1,unknown,no
1536,58,237,telephone,3,-1,unknown,no
5016,57,8403,unknown,11,-1,unknown,no
5979,32,1966,cellular,3,-1,unknown,no
6849,30,246,cellular,2,113,failure,no
6334,53,1182,cellular,1,293,failure,no
2287,48,113,cellular,1,-1,unknown,no
5073,25,1231,cellular,5,-1,unknown,yes
2497,38,565,cellular,1,-1,unknown,yes
2976,40,220,cellular,2,-1,unknown,no
7313,28,115,unknown,4,-1,unknown,no
2490,54,4482,unknown,2,-1,unknown,no
1193,52,955,cellular,2,134,success,yes
5802,39,738,cellular,3,-1,unknown,no
2053,65,1973,telephone,3,-1,unknown,yes
3766,45,2040,telephone,1,-1,unknown,yes
4126,27,2614,cellular,2,-1,unknown,yes
743,37,1314,cellular,4,210,failure,yes
907,60,-444,cellular,1,-1,unknown,no
7389,38,0,cellular,1,147,failure,no
7139,32,1,cellular,3,-1,unknown,no
7188,38,4312,cellular,4,175,failure,no
3471,37,342,cellular,2,175,failure,no
7432,29,1165,cellular,2,184,success,yes
3344,73,1388,telephone,2,83,success,yes
2863,59,454,cellular,1,-1,unknown,no
7175,49,596,telephone,1,-1,unknown,yes
3750,42,5310,cellular,2,186,success,yes
2712,35,1001,cellular,2,-1,unknown,no
3377,45,-497,cellular,1,176,failure,no
988,28,742,cellular,1,-1,unknown,yes
3505,34,76,cellular,2,371,failure,yes
7332,44,140,unknown,9,-1,unknown,no
