,job,balance,housing,loan,contact,month,campaign,poutcome,deposit
4517,retired,4112,no,no,telephone,jul,1,success,yes
1239,retired,163,no,no,cellular,jul,1,unknown,no
5111,services,114,yes,no,unknown,may,2,unknown,no
1996,management,1239,no,no,cellular,aug,5,unknown,no
7172,retired,101,yes,no,cellular,jul,1,unknown,no
2958,management,469,no,no,cellular,oct,1,success,yes
4531,services,122,no,yes,cellular,aug,2,unknown,no
3954,technician,3499,yes,no,unknown,may,3,unknown,no
896,management,156,no,no,cellular,nov,3,unknown,yes
5499,blue-collar,337,no,no,unknown,jun,4,unknown,no
310,management,0,yes,no,cellular,feb,2,failure,yes
670,technician,703,yes,no,unknown,may,2,unknown,yes
1251,management,5016,no,no,cellular,aug,1,unknown,no
126,blue-collar,1895,yes,no,cellular,apr,1,unknown,no
2316,admin.,-97,yes,no,unknown,jun,2,unknown,yes
3751,management,342,no,no,cellular,jan,2,failure,no
890,admin.,-257,no,no,cellular,jan,3,unknown,no
6664,housemaid,198,yes,no,unknown,may,3,unknown,no
1474,blue-collar,-9,yes,yes,unknown,may,1,unknown,no
2388,services,-143,yes,no,cellular,may,1,unknown,no
186,technician,189,no,no,cellular,jun,2,unknown,yes
6922,admin.,160,yes,no,cellular,aug,1,unknown,no
1291,technician,1753,yes,no,cellular,may,1,unknown,no
5460,retired,136,yes,no,unknown,may,2,unknown,no
2954,technician,22,no,no,cellular,aug,1,unknown,no
5303,admin.,479,yes,no,cellular,may,1,failure,yes
258,services,280,yes,no,telephone,jul,3,unknown,no
3118,retired,380,no,no,cellular,aug,1,unknown,yes
639,management,783,yes,no,cellular,nov,2,failure,no
157,technician,2611,yes,no,cellular,jun,1,failure,yes
3014,student,357,no,no,cellular,sep,3,unknown,no
7198,entrepreneur,3140,yes,yes,cellular,nov,5,unknown,no
6356,retired,194,no,yes,cellular,jul,5,unknown,no
6342,unemployed,1333,no,no,cellular,feb,1,unknown,no
1920,student,6991,no,no,cellular,aug,2,unknown,yes
766,student,5827,no,no,cellular,nov,2,unknown,no
1973,self-employed,1182,yes,no,unknown,may,2,unknown,no
972,management,254,no,no,cellular,feb,2,unknown,yes
3763,admin.,-51,no,yes,cellular,jan,1,unknown,no
2127,blue-collar,1596,yes,no,unknown,may,1,unknown,yes
3948,technician,-165,yes,no,cellular,jul,1,unknown,no
4125,management,1609,no,no,cellular,jul,2,unknown,yes
3804,management,27,no,no,cellular,aug,6,unknown,no
3988,retired,1712,no,no,cellular,feb,1,unknown,yes
2268,student,294,no,no,cellular,mar,1,success,yes
341,technician,1279,yes,no,cellular,oct,3,success,yes
5997,blue-collar,447,yes,no,unknown,may,2,unknown,no
1882,management,1387,yes,no,unknown,may,5,unknown,no
6463,admin.,0,no,no,cellular,apr,1,unknown,yes
1458,blue-collar,740,yes,no,unknown,jun,2,unknown,yes
2801,admin.,0,no,no,cellular,jul,11,unknown,no
4167,management,3576,no,no,cellular,nov,2,success,yes
6242,technician,506,yes,no,cellular,jul,2,unknown,yes
3190,management,496,no,no,cellular,jan,3,unknown,yes
6991,retired,98,no,no,cellular,apr,1,unknown,yes
2527,blue-collar,-29,yes,no,cellular,jul,4,unknown,yes
3867,retired,4565,no,no,cellular,sep,2,unknown,no
4329,management,102,yes,no,cellular,apr,7,other,yes
1350,technician,945,no,no,cellular,may,3,unknown,no
2693,management,128,yes,no,cellular,jul,3,unknown,no
178,technician,2403,no,no,cellular,nov,1,unknown,no
5658,management,0,no,no,cellular,jan,1,unknown,no
2421,student,1925,no,no,cellular,nov,1,failure,yes
767,technician,806,no,no,cellular,jul,3,success,yes
7070,blue-collar,10252,no,no,cellular,sep,1,success,yes
7157,management,0,no,no,unknown,jun,1,unknown,yes
3455,blue-collar,0,yes,no,cellular,jul,1,unknown,no
5273,admin.,728,yes,yes,cellular,oct,1,unknown,yes
7046,management,4831,no,no,cellular,jul,3,success,yes
2612,technician,-1,no,no,unknown,may,2,unknown,yes
2099,services,202,yes,no,telephone,jul,2,unknown,no
5413,services,2478,yes,no,cellular,jan,1,failure,no
1115,blue-collar,320,yes,no,cellular,aug,1,failure,yes
6952,self-employed,1633,no,no,cellular,jul,2,unknown,yes
854,services,1076,no,no,cellular,may,1,success,yes
4176,management,3160,yes,no,cellular,apr,2,unknown,yes
6966,management,460,no,no,cellular,jan,1,unknown,no
5542,blue-collar,67,no,yes,cellular,aug,4,unknown,no
792,entrepreneur,131,yes,no,cellular,apr,2,unknown,no
6735,entrepreneur,0,no,no,cellular,nov,7,unknown,no
4928,management,527,yes,no,cellular,jul,3,unknown,no
1316,blue-collar,975,yes,no,unknown,may,2,unknown,no
5652,student,0,yes,no,unknown,may,2,unknown,no
4597,blue-collar,3792,no,no,cellular,oct,1,success,yes
1703,management,4623,no,no,cellular,aug,1,unknown,yes
631,technician,1819,yes,no,unknown,may,2,unknown,no
2335,blue-collar,17,yes,no,unknown,may,2,unknown,no
2646,management,266,no,yes,cellular,jan,1,unknown,no
5414,entrepreneur,278,no,no,cellular,feb,5,unknown,yes
5700,blue-collar,216,yes,no,unknown,may,1,unknown,yes
3339,services,54,yes,no,unknown,may,2,unknown,yes
1587,housemaid,3706,no,no,unknown,jun,3,unknown,no
6578,management,0,no,no,cellular,jul,3,unknown,no
1383,management,5276,no,no,cellular,nov,1,unknown,no
5426,admin.,205,no,no,cellular,nov,1,unknown,yes
1779,unemployed,2424,no,no,cellular,feb,1,success,yes
746,management,7560,no,no,cellular,jan,1,unknown,yes
6028,unemployed,817,no,no,cellular,apr,4,unknown,yes
2296,admin.,590,no,no,cellular,aug,3,unknown,no
5786,technician,0,no,no,cellular,nov,3,failure,yes
1678,management,5969,no,no,cellular,jan,1,failure,yes
4187,retired,6,no,no,cellular,aug,2,unknown,no
4616,management,0,no,no,cellular,aug,2,unknown,no
4650,blue-collar,6212,yes,no,cellular,may,2,unknown,no
3079,technician,227,no,no,cellular,apr,1,unknown,yes
1033,blue-collar,237,yes,no,unknown,jun,18,unknown,no
7155,management,1224,yes,yes,cellular,nov,2,success,no
2670,services,-30,no,no,cellular,jul,3,unknown,yes
6573,retired,995,no,no,cellular,feb,2,unknown,yes
128,self-employed,3685,no,no,cellular,feb,3,unknown,no
5739,technician,11262,no,no,cellular,aug,1,unknown,yes
3661,technician,0,yes,yes,cellular,jul,2,failure,no
4742,unemployed,863,yes,yes,unknown,may,1,unknown,no
6962,admin.,1614,no,no,cellular,aug,6,unknown,yes
4794,blue-collar,1033,yes,no,cellular,nov,1,unknown,no
7323,unemployed,150,yes,no,cellular,may,1,unknown,no
4328,housemaid,113,yes,no,cellular,jul,2,unknown,yes
4011,management,630,no,no,cellular,apr,1,success,yes
1640,technician,-360,yes,no,unknown,may,2,unknown,no
5504,management,738,yes,yes,cellular,jul,3,unknown,no
6460,management,3848,yes,no,cellular,apr,2,unknown,yes
4478,blue-collar,2185,yes,no,unknown,may,1,unknown,no
5311,self-employed,990,no,no,cellular,jun,2,unknown,yes
2844,technician,317,yes,no,cellular,jun,1,other,yes
21,management,0,yes,no,cellular,nov,2,success,yes
1249,services,2843,yes,no,unknown,jun,1,unknown,yes
5941,blue-collar,102,yes,no,unknown,may,1,unknown,yes
1616,housemaid,61,no,no,cellular,jun,1,unknown,no
4429,services,1599,no,no,cellular,feb,2,unknown,yes
1567,blue-collar,803,yes,no,unknown,may,2,unknown,no
845,management,222,no,yes,cellular,feb,1,other,no
3387,admin.,1544,yes,no,unknown,may,1,unknown,no
7020,blue-collar,369,yes,yes,unknown,may,2,unknown,no
5807,admin.,237,no,yes,telephone,nov,1,unknown,yes
6419,blue-collar,5,no,no,cellular,jul,2,unknown,yes
2016,admin.,1151,yes,no,unknown,may,1,unknown,no
897,technician,337,yes,no,unknown,may,2,unknown,no
1847,management,3401,no,no,cellular,oct,1,failure,yes
2046,retired,7132,no,no,cellular,aug,2,unknown,no
625,admin.,5,yes,no,cellular,jul,1,unknown,no
7023,management,8514,no,no,cellular,aug,1,unknown,no
1577,technician,0,yes,no,cellular,aug,1,failure,yes
7235,management,3228,no,no,cellular,aug,2,unknown,no
7228,entrepreneur,2731,no,no,cellular,aug,2,unknown,no
4226,blue-collar,111,yes,no,cellular,may,3,unknown,no
2805,admin.,88,yes,no,unknown,may,2,unknown,no
996,management,5559,no,no,unknown,jun,1,unknown,no
6775,blue-collar,178,yes,yes,unknown,jun,1,unknown,no
5678,blue-collar,496,yes,no,cellular,may,1,unknown,yes
5979,entrepreneur,958,no,no,unknown,jun,2,unknown,no
2704,admin.,223,yes,yes,cellular,jul,1,unknown,no
3301,management,893,yes,no,cellular,apr,4,unknown,no
5984,blue-collar,116,no,no,unknown,apr,1,unknown,yes
2683,management,155,yes,no,unknown,jun,26,unknown,no
5834,blue-collar,1207,yes,no,unknown,may,1,unknown,yes
6266,management,1585,yes,no,cellular,jan,2,unknown,no
185,technician,1710,yes,no,cellular,may,1,other,no
2748,management,395,yes,no,cellular,apr,4,unknown,yes
3548,unemployed,284,yes,no,cellular,feb,1,unknown,yes
3967,admin.,172,no,no,cellular,feb,1,unknown,no
4186,management,421,no,yes,cellular,aug,1,unknown,no
3564,services,133,no,no,cellular,apr,1,unknown,yes
4162,services,315,no,no,cellular,aug,1,unknown,no
3366,self-employed,2013,no,no,cellular,feb,4,success,yes
6295,student,2785,no,no,cellular,sep,2,unknown,yes
5666,student,78,no,no,cellular,apr,1,unknown,yes
4036,blue-collar,9883,no,no,cellular,jul,5,unknown,yes
3998,unknown,779,no,no,cellular,jul,10,unknown,no
4737,technician,4922,yes,no,cellular,nov,4,other,yes
5985,retired,3624,no,no,cellular,nov,1,unknown,yes
5067,technician,44,no,no,cellular,oct,1,unknown,yes
4911,management,148,no,no,cellular,aug,2,unknown,no
6316,self-employed,479,yes,no,cellular,feb,3,unknown,no
6143,technician,1,no,no,cellular,aug,2,unknown,yes
427,technician,367,no,no,cellular,aug,2,unknown,yes
5496,technician,2979,no,no,cellular,aug,2,failure,yes
2987,entrepreneur,4872,yes,no,cellular,may,3,unknown,no
5026,services,983,yes,no,cellular,nov,2,failure,yes
6918,blue-collar,167,no,no,unknown,jun,1,unknown,no
6585,services,12,no,no,cellular,jun,6,unknown,yes
3065,management,122,yes,no,unknown,may,2,unknown,yes
3764,technician,252,no,no,cellular,jun,3,unknown,yes
4274,admin.,361,no,yes,cellular,nov,1,unknown,no
105,unknown,1567,no,no,cellular,jul,2,unknown,no
7088,technician,275,no,no,cellular,nov,1,unknown,yes
5141,services,221,no,yes,cellular,jul,1,unknown,no
1211,blue-collar,597,no,no,cellular,jul,6,unknown,yes
1596,blue-collar,0,yes,no,cellular,apr,1,other,yes
5252,management,2656,no,no,cellular,jul,2,unknown,no
3878,admin.,23,no,yes,cellular,feb,2,unknown,no
586,blue-collar,259,no,no,unknown,may,2,unknown,no
5317,management,6468,yes,no,cellular,sep,1,failure,yes
3825,management,800,yes,no,cellular,jan,2,unknown,no
3537,self-employed,192,no,no,cellular,jul,1,unknown,no
1320,admin.,79,yes,no,cellular,jul,3,unknown,no
6583,management,188,no,no,cellular,may,1,unknown,no
1911,management,0,yes,no,cellular,jul,3,unknown,no
4126,technician,1066,no,no,cellular,apr,1,unknown,yes
2940,blue-collar,167,no,yes,cellular,feb,2,unknown,yes
4867,management,500,yes,no,unknown,may,1,unknown,no
1438,blue-collar,598,yes,no,cellular,may,6,unknown,no
6626,unemployed,576,no,no,cellular,jun,2,success,yes
411,services,1000,no,no,cellular,aug,2,unknown,yes
4560,blue-collar,604,no,no,cellular,jan,2,other,no
2398,technician,0,yes,no,unknown,may,2,unknown,no
640,entrepreneur,687,no,no,cellular,aug,6,unknown,no
5229,blue-collar,0,yes,yes,cellular,may,5,unknown,yes
2901,technician,436,no,yes,unknown,mar,1,unknown,yes
1804,self-employed,120,yes,yes,unknown,may,3,unknown,no
1169,services,5571,no,no,unknown,jun,1,unknown,no
2997,services,411,no,no,telephone,may,6,unknown,no
3813,services,38,yes,no,cellular,may,1,unknown,yes
7249,management,3431,yes,no,cellular,nov,2,failure,no
205,management,413,no,no,cellular,oct,2,success,yes
6071,management,-1415,yes,yes,cellular,nov,1,unknown,no
4820,management,877,no,no,cellular,sep,1,success,yes
7118,management,782,no,yes,cellular,aug,2,unknown,no
5667,management,617,no,no,cellular,feb,2,unknown,yes
6749,management,4692,yes,no,telephone,nov,2,success,no
4891,services,1319,yes,no,cellular,may,1,unknown,no
5363,student,655,no,no,cellular,sep,1,unknown,yes
446,management,2050,no,no,cellular,aug,3,unknown,no
1505,admin.,-309,yes,yes,unknown,jun,1,unknown,no
6740,blue-collar,0,yes,no,cellular,nov,2,unknown,no
103,management,193,no,no,cellular,apr,1,failure,yes
1935,management,-547,yes,no,cellular,aug,2,unknown,no
209,technician,200,no,no,cellular,aug,2,unknown,no
3646,management,407,yes,no,cellular,jul,2,unknown,no
3620,blue-collar,557,yes,no,cellular,apr,2,failure,no
5950,admin.,3954,yes,no,cellular,aug,1,failure,no
6824,admin.,0,yes,yes,cellular,may,1,unknown,yes
7400,student,125,no,no,cellular,nov,1,failure,yes
3587,admin.,21,yes,no,cellular,apr,3,unknown,no
1727,retired,203,no,no,cellular,oct,1,success,yes
2338,management,1594,yes,no,cellular,apr,1,failure,no
2239,services,36,yes,yes,cellular,may,1,unknown,yes
6558,technician,254,no,no,cellular,oct,1,unknown,yes
1767,management,6766,no,no,cellular,aug,5,unknown,no
3160,admin.,0,yes,no,cellular,may,1,unknown,no
6347,housemaid,167,yes,no,cellular,jul,2,unknown,no
2988,student,1809,no,no,cellular,jul,2,unknown,yes
5718,management,3,yes,yes,cellular,apr,1,unknown,yes
7349,management,2915,no,no,cellular,sep,1,failure,yes
1579,services,109,yes,no,unknown,jun,13,unknown,no
1353,self-employed,1178,no,no,cellular,aug,2,unknown,no
3064,entrepreneur,663,no,no,cellular,jul,1,unknown,yes
6826,technician,192,yes,no,unknown,may,1,unknown,no
7360,technician,1435,no,no,cellular,jun,1,other,yes
4208,retired,3473,no,no,cellular,apr,2,unknown,no
3085,management,165,no,no,cellular,aug,1,other,no
747,housemaid,2290,no,no,cellular,apr,1,unknown,no
4018,entrepreneur,-1965,no,yes,telephone,jul,2,unknown,no
5566,technician,22,yes,no,unknown,may,3,unknown,yes
3502,admin.,1533,yes,no,cellular,nov,4,unknown,yes
3789,services,114,no,yes,unknown,jul,1,unknown,yes
5128,retired,3687,yes,yes,unknown,jun,4,unknown,yes
5521,blue-collar,460,yes,no,unknown,may,2,unknown,yes
2900,blue-collar,327,yes,no,unknown,may,2,unknown,no
2226,management,825,yes,no,unknown,may,2,unknown,yes
2489,management,1058,yes,no,unknown,may,2,unknown,yes
5580,technician,9131,yes,no,cellular,aug,1,failure,yes
4776,management,4539,no,no,cellular,jul,3,failure,yes
1165,technician,30,yes,no,cellular,jul,1,unknown,no
5384,technician,981,yes,no,cellular,jul,1,unknown,no
3086,blue-collar,103,yes,no,cellular,may,1,failure,no
1679,services,4256,yes,no,cellular,nov,1,success,yes
3962,blue-collar,-1,no,no,cellular,jul,3,unknown,no
5163,housemaid,127,yes,no,telephone,jul,8,unknown,yes
750,management,0,no,no,telephone,jul,3,unknown,no
814,entrepreneur,816,no,no,cellular,nov,1,unknown,no
3991,blue-collar,443,yes,no,unknown,jun,5,unknown,yes
5230,management,1224,yes,yes,cellular,jul,2,unknown,yes
5551,self-employed,3560,no,no,unknown,jun,2,unknown,no
738,management,19,no,yes,cellular,jul,1,unknown,no
226,services,0,yes,no,cellular,jun,1,failure,no
4080,admin.,829,yes,yes,unknown,may,1,unknown,no
7243,admin.,891,no,no,cellular,may,2,unknown,yes
5595,services,795,no,no,cellular,feb,3,unknown,no
13,technician,88,no,no,cellular,nov,2,success,yes
3031,entrepreneur,3057,no,no,unknown,jun,4,unknown,yes
5829,management,-42,yes,no,cellular,may,2,unknown,yes
6443,services,217,yes,no,cellular,may,1,unknown,no
3037,management,2,no,no,cellular,aug,1,unknown,yes
3512,blue-collar,794,yes,no,cellular,feb,1,other,no
821,self-employed,592,no,no,cellular,may,1,unknown,no
1212,management,547,yes,no,unknown,may,4,unknown,no
4766,management,11008,no,no,cellular,jul,6,success,yes
5543,services,758,no,no,cellular,feb,1,unknown,no
6533,entrepreneur,2707,no,no,telephone,nov,4,unknown,no
1077,management,5037,no,no,cellular,apr,9,other,yes
5421,retired,9367,no,no,cellular,feb,1,success,yes
2173,management,2910,no,no,telephone,nov,1,failure,no
477,blue-collar,522,yes,no,telephone,may,7,failure,no
4245,management,1742,no,no,unknown,jun,2,unknown,no
4622,management,3342,no,no,cellular,feb,5,unknown,yes
7367,management,-994,yes,yes,cellular,jul,2,unknown,no
4778,management,242,yes,no,cellular,may,1,unknown,no
314,admin.,105,no,no,unknown,jun,4,unknown,yes
6921,housemaid,34,yes,no,cellular,jul,3,unknown,no
7342,management,265,no,no,cellular,may,1,unknown,yes
5367,technician,0,no,no,cellular,aug,4,unknown,no
6548,services,414,yes,no,unknown,may,1,unknown,no
3845,student,1102,no,no,telephone,oct,1,unknown,yes
2083,management,226,yes,no,cellular,aug,3,failure,yes
1609,admin.,5426,yes,no,unknown,may,2,unknown,no
5762,management,724,yes,no,cellular,jul,2,failure,yes
3077,services,2022,no,no,cellular,apr,4,unknown,yes
2823,management,648,no,no,cellular,jul,2,unknown,no
1565,blue-collar,196,yes,no,unknown,may,1,unknown,no
2020,management,189,no,no,cellular,aug,2,unknown,no
4701,management,532,yes,no,cellular,may,1,unknown,no
5607,blue-collar,180,no,no,cellular,jan,1,other,yes
382,blue-collar,863,yes,no,telephone,may,3,unknown,yes
2983,blue-collar,603,no,no,cellular,may,1,unknown,no
2258,blue-collar,2656,yes,no,unknown,may,2,unknown,yes
91,technician,250,no,no,telephone,mar,2,unknown,yes
6051,management,792,yes,no,unknown,may,4,unknown,yes
1768,management,0,no,no,cellular,aug,18,unknown,no
6481,blue-collar,-27,yes,no,cellular,may,1,unknown,no
4726,retired,1443,no,no,cellular,apr,1,unknown,yes
3337,admin.,3730,yes,no,cellular,feb,1,unknown,yes
7288,blue-collar,-473,yes,no,cellular,may,1,failure,no
478,admin.,111,yes,no,cellular,aug,1,unknown,no
3745,unemployed,18,no,no,cellular,jul,1,unknown,no
1566,technician,2682,no,no,unknown,jun,1,unknown,no
2497,services,279,yes,no,cellular,may,1,failure,yes
3702,blue-collar,911,yes,no,cellular,nov,2,other,no
2950,services,117,no,no,cellular,jan,1,unknown,no
482,management,1556,yes,no,cellular,jul,3,unknown,no
6569,blue-collar,0,no,no,cellular,feb,2,unknown,no
4095,management,1808,yes,no,unknown,jun,4,unknown,no
970,blue-collar,2008,yes,no,cellular,nov,1,unknown,no
1105,admin.,897,yes,no,cellular,feb,2,failure,yes
5902,blue-collar,292,no,yes,telephone,jul,3,unknown,no
6231,entrepreneur,0,no,no,unknown,jun,1,unknown,no
6755,blue-collar,56,no,no,cellular,may,2,unknown,no
3958,management,0,yes,yes,cellular,jul,1,unknown,no
5533,admin.,1693,yes,no,cellular,oct,2,other,yes
102,blue-collar,-60,yes,no,cellular,jul,1,unknown,no
940,admin.,67,yes,no,unknown,may,1,unknown,no
4516,technician,201,no,yes,cellular,jul,8,unknown,no
5510,blue-collar,0,no,no,cellular,jul,4,unknown,yes
6813,management,1780,yes,no,cellular,oct,2,success,yes
3567,technician,522,yes,yes,cellular,aug,4,unknown,no
2927,management,-491,yes,no,cellular,feb,2,unknown,no
2745,blue-collar,217,no,no,cellular,sep,2,unknown,yes
1228,technician,606,yes,no,cellular,apr,1,unknown,no
1061,management,302,yes,yes,unknown,feb,1,failure,yes
2121,blue-collar,-247,yes,no,cellular,jul,1,unknown,yes
5029,management,4331,yes,no,cellular,jul,1,unknown,no
7026,technician,2335,no,no,cellular,may,1,unknown,yes
7179,technician,1655,no,no,cellular,jul,2,unknown,no
83,blue-collar,19,yes,no,cellular,feb,1,other,no
7381,retired,0,no,no,cellular,aug,1,unknown,yes
3427,student,293,yes,no,telephone,may,2,unknown,no
1007,management,0,yes,no,cellular,nov,1,unknown,yes
911,retired,927,no,no,cellular,apr,3,unknown,yes
4860,services,2597,yes,no,unknown,may,1,unknown,no
594,blue-collar,100,yes,yes,cellular,may,4,failure,no
3171,management,927,no,no,cellular,oct,1,unknown,no
5246,admin.,857,no,no,telephone,jul,7,unknown,no
5096,blue-collar,0,yes,no,cellular,jul,2,unknown,no
676,retired,1853,no,no,telephone,aug,1,success,yes
857,retired,2048,no,no,cellular,aug,1,unknown,yes
1849,housemaid,949,no,no,cellular,aug,1,unknown,no
4710,management,393,yes,no,cellular,apr,2,unknown,yes
4851,technician,49,no,no,cellular,feb,10,unknown,no
1144,unemployed,0,no,no,telephone,jul,3,unknown,no
4038,blue-collar,118,no,no,cellular,feb,1,unknown,yes
4691,admin.,689,no,no,cellular,jan,1,failure,no
3245,technician,0,no,no,unknown,nov,1,unknown,no
